TIME,INPUT,INPUT,OUTPUT,OUTPUT,GOALS,GOALS
5.6,-0.0145,-0.0124,0.019534,0.025241,0.0,0.0
5.7,-0.014,-0.0142,0.019656,0.024885,0.0,0.0
5.8,-0.0136,-0.0133,0.019741,0.024543,0.0,0.0
5.9,-0.013,-0.0134,0.019793,0.024229,0.0,0.0
6.0,-0.0128,-0.0135,0.019816,0.023941,0.0,0.0
6.1,-0.0107,-0.0115,0.019811,0.023672,0.0,0.0
6.2,-0.0145,-0.0118,0.019781,0.023456,0.0,0.0
6.3,-0.0117,-0.0122,0.01973,0.02322,0.0,0.0
6.4,-0.0139,-0.0129,0.019656,0.023017,0.0,0.0
6.5,-0.0115,-0.0124,0.019561,0.022803,0.0,0.0
6.6,-0.0092,-0.0112,0.019447,0.022624,0.0,0.0
6.7,-0.0105,-0.0108,0.019317,0.022491,0.0,0.0
6.8,-0.0095,-0.01,0.019174,0.022361,0.0,0.0
6.9,-0.0102,-0.0099,0.019019,0.022254,0.0,0.0
7.0,-0.0099,-0.0096,0.018853,0.02215,0.0,0.0
7.1,-0.0083,-0.0085,0.018678,0.022056,0.0,0.0
7.2,-0.0117,-0.0082,0.018495,0.021993,0.0,0.0
7.3,-0.0052,-0.0083,0.018304,0.02191,0.0,0.0
7.4,-0.0085,-0.007,0.018108,0.021885,0.0,0.0
7.5,-0.0072,-0.0068,0.01791,0.02185,0.0,0.0
7.6,-0.0082,-0.0065,0.017708,0.021828,0.0,0.0
7.7,-0.005,-0.0056,0.017504,0.021803,0.0,0.0
7.8,-0.0042,-0.0049,0.017299,0.021815,0.0,0.0
7.9,-0.0072,-0.0052,0.017097,0.021845,0.0,0.0
8.0,-0.0034,-0.0042,0.016896,0.021845,0.0,0.0
8.1,-0.0036,-0.004,0.016696,0.021884,0.0,0.0
8.2,0.0014,-0.0014,0.016502,0.021926,9e-05,0.00268
8.3,-0.0007,0.0007,0.016314,0.022033,0.000808,0.00804
8.4,0.0007,-0.0007,0.016137,0.022143,0.001436,0.01072
8.5,-0.0001,0.0001,0.015971,0.022246,0.003232,0.01608
8.6,0.0021,-0.0021,0.015815,0.022343,0.004399,0.01876
8.7,-0.0016,0.0016,0.015669,0.022434,0.007272,0.02412
8.8,-0.0004,0.0004,0.015531,0.022521,0.008978,0.0268
8.9,-0.0001,0.0001,0.015403,0.022601,0.012928,0.03216
9.0,-0.0001,0.0001,0.01528,0.022679,0.015208,0.03488
9.1,-0.0003,0.0003,0.015167,0.022752,0.0202,0.0402
9.2,-0.0,0.0,0.01506,0.02282,0.022984,0.04288
9.3,0.0001,-0.0001,0.014959,0.022884,0.029089,0.04824
9.4,-0.0005,0.0005,0.014865,0.022945,0.032411,0.05092
9.5,-0.0003,0.0003,0.014777,0.023002,0.039593,0.05628
9.6,0.0008,-0.0008,0.014695,0.023055,0.043454,0.05896
9.7,-0.0014,0.0014,0.014617,0.023105,0.051713,0.06432
9.8,0.0002,-0.0002,0.014545,0.023152,0.056113,0.067
9.9,-0.0001,0.0001,0.014477,0.023196,0.06545,0.07236
10.0,-0.0001,0.0001,0.014413,0.023237,0.070388,0.07504
10.1,0.0003,-0.0003,0.014353,0.023275,0.080802,0.0804
10.2,-0.0001,0.0001,0.014297,0.023311,0.086279,0.08308
10.3,-0.0018,0.0018,0.014244,0.023344,0.09777,0.08844
10.4,0.0005,-0.0005,0.014195,0.023375,0.103786,0.09112
10.5,0.0001,-0.0001,0.014148,0.023404,0.116355,0.09648
10.6,0.0006,-0.0006,0.014104,0.023431,0.122909,0.09916
10.7,0.0004,-0.0004,0.014063,0.023456,0.136555,0.10452
10.8,0.0009,-0.0009,0.014025,0.023479,0.143648,0.1072
10.9,0.0001,-0.0001,0.013988,0.023501,0.158372,0.11256
11.0,0.0002,-0.0002,0.013954,0.023521,0.166003,0.11524
11.1,0.0014,-0.0014,0.013921,0.02354,0.181805,0.1206
11.2,1.3903,1.3897,0.013891,0.023559,0.189974,0.12328
11.3,1.3899,1.3901,0.014937,0.047779,0.206853,0.12864
11.4,1.3906,1.3894,0.018711,0.074054,0.215562,0.13132
11.5,1.3905,1.3895,0.024884,0.097781,0.233518,0.13668
11.6,1.3902,1.3898,0.033399,0.119663,0.242765,0.13936
11.7,1.3917,1.3883,0.043996,0.139459,0.261798,0.14472
11.8,1.3922,1.3878,0.056471,0.157229,0.271584,0.1474
11.9,1.3935,1.3865,0.070624,0.173068,0.291695,0.15276
12.0,1.3935,1.3865,0.086268,0.187098,0.30202,0.15544
12.1,1.3957,1.3843,0.10323,0.199455,0.323208,0.1608
12.2,1.3936,1.3864,0.121095,0.20598,0.334071,0.16348
12.3,1.3996,1.3804,0.140013,0.216005,0.356337,0.16884
12.4,1.4039,1.3761,0.159472,0.224536,0.367739,0.17152
12.5,1.4012,1.3788,0.179926,0.231995,0.391082,0.17688
12.6,1.4019,1.3781,0.201073,0.238423,0.403022,0.17956
12.7,1.4006,1.3794,0.222815,0.243947,0.427443,0.18492
12.8,1.4,1.38,0.24507,0.24868,0.439922,0.1876
12.9,1.398,1.382,0.267762,0.252724,0.46542,0.19296
13.0,1.3979,1.3821,0.290827,0.25617,0.478438,0.19564
13.1,1.3956,1.3844,0.31374,0.259044,0.505,0.2
13.2,1.3941,1.3859,0.338102,0.261604,0.5184,0.2
13.3,1.3973,1.3827,0.361745,0.263679,0.5452,0.2
13.4,1.3931,1.3869,0.38582,0.265449,0.5586,0.2
13.5,1.3901,1.3899,0.410056,0.266936,0.5854,0.2
13.6,1.3897,1.3903,0.434429,0.268184,0.5988,0.2
13.7,1.3885,1.3915,0.458917,0.269229,0.6256,0.2
13.8,1.3882,1.3918,0.483499,0.270101,0.639,0.2
13.9,1.3878,1.3922,0.508162,0.270828,0.6658,0.2
14.0,1.3893,1.3907,0.533138,0.27144,0.6794,0.2
14.1,1.3896,1.3904,0.557675,0.27194,0.706,0.2
14.2,1.39,1.39,0.582505,0.272363,0.7194,0.2
14.3,0.0019,-0.0019,0.607375,0.272718,0.7462,0.2
14.4,0.0002,-0.0002,0.631187,0.249362,0.7596,0.2
14.5,0.0014,-0.0014,0.652564,0.226681,0.773,0.2
14.6,0.0011,-0.0011,0.671834,0.207089,0.7998,0.2
14.7,0.001,-0.001,0.689276,0.190012,0.8132,0.2
14.8,0.0009,-0.0009,0.705118,0.17501,0.84,0.2
14.9,0.0006,-0.0006,0.71955,0.161737,0.8534,0.2
15.0,0.0008,-0.0008,0.732731,0.149923,0.8802,0.2
15.1,0.0005,-0.0005,0.744678,0.139449,0.8936,0.2
15.2,0.0007,-0.0007,0.755855,0.129839,0.9204,0.2
15.3,0.0004,-0.0004,0.766012,0.121252,0.9338,0.2
15.4,0.0001,-0.0001,0.775353,0.113471,0.9606,0.2
15.5,0.0002,-0.0002,0.783952,0.106399,0.974,0.2
15.6,0.0002,-0.0002,0.791876,0.099957,1.0008,0.2
15.7,0.0001,-0.0001,0.799185,0.094079,1.0142,0.2
15.8,0.0,-0.0,0.805932,0.088708,1.041,0.2
15.9,0.0006,-0.0006,0.812165,0.083796,1.0544,0.2
16.0,-0.0001,0.0001,0.817929,0.079303,1.0812,0.2
16.1,0.0002,-0.0002,0.823263,0.075192,1.0946,0.2
16.2,-0.0001,0.0001,0.828204,0.071431,1.1214,0.2
16.3,-0.0004,0.0004,0.832786,0.067993,1.1348,0.2
16.4,-0.0001,0.0001,0.837039,0.06485,1.1616,0.2
16.5,0.0003,-0.0003,0.841029,0.061951,1.175,0.2
16.6,0.0002,-0.0002,0.844704,0.05933,1.2018,0.2
16.7,0.0002,-0.0002,0.848129,0.056937,1.2152,0.2
16.8,0.0007,-0.0007,0.851294,0.05477,1.242,0.2
16.9,0.0004,-0.0004,0.854283,0.052768,1.2554,0.2
17.0,0.0002,-0.0002,0.857081,0.050934,1.2822,0.2
17.1,0.0006,-0.0006,0.859702,0.04925,1.2956,0.2
17.2,0.0002,-0.0002,0.862162,0.0477,1.3224,0.2
17.3,0.0002,-0.0002,0.864474,0.046268,1.3372,0.2
17.4,1.3901,1.3899,0.866647,0.04494,1.3628,0.2
17.5,1.3897,1.3903,0.869789,0.068082,1.376,0.2
17.6,1.3901,1.3899,0.875469,0.09262,1.4028,0.2
17.7,1.3907,1.3893,0.883495,0.115039,1.4162,0.2
17.8,1.3913,1.3887,0.893656,0.135338,1.443,0.2
17.9,1.3916,1.3884,0.905742,0.153566,1.4564,0.2
18.0,1.3924,1.3876,0.919549,0.169815,1.4832,0.2
18.1,1.3926,1.3874,0.935048,0.184341,1.4966,0.2
18.2,1.3932,1.3868,0.951576,0.196877,1.5234,0.2
18.3,1.3932,1.3868,0.969451,0.207976,1.5368,0.2
18.4,1.3936,1.3864,0.988363,0.217655,1.5636,0.2
18.5,1.3938,1.3862,1.008178,0.226061,1.577,0.2
18.6,1.3938,1.3862,1.028774,0.233335,1.6038,0.2
18.7,1.3941,1.3859,1.049831,0.239549,1.6172,0.2
18.8,1.3938,1.3862,1.071901,0.244998,1.644,0.2
18.9,1.3939,1.3861,1.094255,0.249618,1.6574,0.2
19.0,1.3939,1.3861,1.117036,0.253566,1.6842,0.2
19.1,1.3935,1.3865,1.140181,0.256927,1.6976,0.2
19.2,1.3934,1.3866,1.163637,0.259782,1.7244,0.2
19.3,1.3934,1.3866,1.187355,0.262197,1.7378,0.2
19.4,1.3929,1.3871,1.211295,0.264234,1.7646,0.2
19.5,1.393,1.387,1.235179,0.265931,1.778,0.2
19.6,1.3928,1.3872,1.259705,0.267381,1.8048,0.2
19.7,1.3927,1.3873,1.283875,0.268567,1.8182,0.2
19.8,1.3926,1.3874,1.308644,0.269574,1.845,0.2
19.9,1.3923,1.3877,1.333259,0.2704,1.8584,0.2
20.0,1.3927,1.3873,1.357949,0.271083,1.8852,0.2
20.1,1.3927,1.3873,1.382702,0.271648,1.8986,0.2
20.2,1.3927,1.3873,1.407505,0.272114,1.9254,0.2
20.3,1.3928,1.3872,1.432351,0.2725,1.9388,0.2
20.4,1.3927,1.3873,1.457232,0.272821,1.9656,0.2
20.5,0.0031,-0.0031,1.481395,0.273082,1.979,0.2
20.6,0.0029,-0.0029,1.505988,0.249655,2.0058,0.2
20.7,0.0025,-0.0025,1.527391,0.226911,2.0192,0.2
20.8,0.002,-0.002,1.546681,0.207269,2.046,0.2
20.9,0.0014,-0.0014,1.564139,0.190152,2.0596,0.2
21.0,0.0005,-0.0005,1.579994,0.175119,2.0728,0.2
21.1,0.0005,-0.0005,1.594574,0.161699,2.0996,0.2
21.2,-0.0001,0.0001,1.607498,0.150106,2.113,0.2
21.3,-0.0003,0.0003,1.619809,0.13931,2.1398,0.2
21.4,-0.0007,0.0007,1.630761,0.129895,2.1532,0.2
21.5,-0.0006,0.0006,1.640924,0.121307,2.18,0.2
21.6,-0.0009,0.0009,1.65027,0.113528,2.1934,0.2
21.7,-0.0007,0.0007,1.658875,0.106461,2.219996,0.19596
21.8,-0.0011,0.0011,1.666805,0.100026,2.233036,0.19328
21.9,0.0,-0.0,1.674122,0.094155,2.258576,0.18792
22.0,-0.0003,0.0003,1.680877,0.088792,2.271077,0.18524
22.1,-0.0008,0.0008,1.687119,0.083888,2.29554,0.17988
22.2,-0.0011,0.0011,1.692893,0.079402,2.307502,0.1772
22.3,0.0006,-0.0006,1.698237,0.075296,2.330888,0.17184
22.4,-0.0012,0.0012,1.703189,0.07154,2.342311,0.16916
22.5,0.0013,-0.0013,1.707781,0.068104,2.364619,0.1638
22.6,0.0002,-0.0002,1.712045,0.064961,2.375504,0.16112
22.7,-0.0001,0.0001,1.716008,0.062087,2.396735,0.15576
22.8,-0.0003,0.0003,1.719697,0.059459,2.407081,0.15308
22.9,0.0004,-0.0004,1.723134,0.057057,2.427235,0.14772
23.0,0.0002,-0.0002,1.726341,0.054859,2.437042,0.14504
23.1,0.0004,-0.0004,1.729368,0.052826,2.456119,0.13968
23.2,-0.0,0.0,1.732143,0.051,2.465387,0.137
23.3,-0.0001,0.0001,1.734771,0.049304,2.483386,0.13164
23.4,-0.0,0.0,1.737236,0.047741,2.492116,0.12896
23.5,0.0001,-0.0001,1.73955,0.046296,2.509038,0.1236
23.6,1.3897,1.3903,1.741726,0.044956,2.517229,0.12092
23.7,1.3901,1.3899,1.744919,0.068622,2.533074,0.11556
23.8,1.3903,1.3897,1.750649,0.093106,2.540726,0.11288
23.9,1.3907,1.3893,1.75863,0.115261,2.555493,0.10752
24.0,1.3914,1.3886,1.768924,0.135723,2.562607,0.10484
24.1,1.3919,1.3881,1.781046,0.153906,2.576297,0.09948
24.2,1.3926,1.3874,1.794739,0.169961,2.582969,0.09676
24.3,1.3932,1.3868,1.810251,0.184468,2.595484,0.09144
24.4,1.3932,1.3868,1.826964,0.197108,2.601521,0.08876
24.5,1.394,1.386,1.845046,0.208283,2.613056,0.0834
24.6,1.3941,1.3859,1.863793,0.217836,2.618554,0.08072
24.7,1.3945,1.3855,1.883827,0.2263,2.629011,0.07536
24.8,1.3943,1.3857,1.904236,0.233479,2.63397,0.07268
24.9,1.3943,1.3857,1.925522,0.239738,2.64335,0.06732
25.0,1.394,1.386,1.947389,0.245117,2.647771,0.06464
25.1,1.3943,1.3857,1.969754,0.249727,2.656074,0.05928
25.2,1.3936,1.3864,1.992545,0.253664,2.659956,0.0566
25.3,1.3939,1.3861,2.0157,0.257017,2.667181,0.05124
25.4,1.3928,1.3872,2.039164,0.259864,2.670524,0.04856
25.5,1.3933,1.3867,2.06289,0.262271,2.676672,0.0432
25.6,1.393,1.387,2.086837,0.264301,2.679477,0.04052
25.7,1.3926,1.3874,2.11097,0.266005,2.684547,0.03516
25.8,1.3925,1.3875,2.135259,0.267432,2.686813,0.03248
25.9,1.3922,1.3878,2.159924,0.268633,2.690806,0.02712
26.0,1.3928,1.3872,2.184207,0.26961,2.692534,0.02444
26.1,1.3923,1.3877,2.208825,0.270429,2.695449,0.01908
26.2,1.3925,1.3875,2.233518,0.271106,2.696638,0.0164
26.3,1.392,1.388,2.258272,0.271664,2.698476,0.01104
26.4,1.3932,1.3868,2.283077,0.272125,2.699126,0.00836
26.5,1.3925,1.3875,2.307924,0.272506,2.699887,0.003
26.6,1.3934,1.3866,2.332806,0.272823,2.699999,0.00032
26.7,0.0035,-0.0035,2.357716,0.273088,2.7,0.0
26.8,0.0029,-0.0029,2.381585,0.249897,2.7,0.0
26.9,0.002,-0.002,2.40301,0.227117,2.7,0.0
27.0,0.0021,-0.0021,2.42232,0.207448,2.7,0.0
27.1,0.0015,-0.0015,2.439795,0.190314,2.7,0.0
27.2,0.0012,-0.0012,2.455665,0.17527,2.7,0.0
27.3,0.0009,-0.0009,2.470122,0.161969,2.7,0.0
27.4,0.0001,-0.0001,2.483324,0.150134,2.7,0.0
27.5,-0.0002,0.0002,2.495408,0.139546,2.7,0.0
27.6,0.0003,-0.0003,2.506488,0.130025,2.7,0.0
27.7,-0.0002,0.0002,2.516663,0.121429,2.7,0.0
27.8,-0.0006,0.0006,2.526111,0.113563,2.7,0.0
27.9,-0.0001,0.0001,2.534636,0.106556,2.7,0.0
28.0,-0.0004,0.0004,2.542576,0.100105,2.7,0.0
28.1,-0.0012,0.0012,2.549899,0.094217,2.7,0.0
28.2,-0.0001,0.0001,2.556659,0.088838,2.7,0.0
28.3,-0.0005,0.0005,2.562905,0.083919,2.7,0.0
28.4,-0.0007,0.0007,2.568681,0.079419,2.7,0.0
28.5,-0.0006,0.0006,2.574027,0.075302,2.7,0.0
28.6,-0.0012,0.0012,2.578979,0.071537,2.7,0.0
28.7,-0.0009,0.0009,2.58357,0.068094,2.7,0.0
28.8,-0.0001,0.0001,2.587833,0.064946,2.7,0.0
28.9,-0.0004,0.0004,2.591794,0.062069,2.7,0.0
29.0,-0.0003,0.0003,2.595481,0.059439,2.7,0.0
29.1,-0.0007,0.0007,2.598916,0.057036,2.7,0.0
29.2,-0.0002,0.0002,2.602122,0.054837,2.7,0.0
29.3,-0.0003,0.0003,2.605117,0.052825,2.7,0.0
29.4,-0.0003,0.0003,2.607919,0.05098,2.7,0.0
29.5,-0.0003,0.0003,2.610545,0.049285,2.7,0.0
29.6,-0.0004,0.0004,2.613032,0.047708,2.7,0.0
29.7,-0.0002,0.0002,2.615321,0.04628,2.7,0.0
29.8,1.3899,1.3901,2.617516,0.044928,2.7,0.0
29.9,1.3901,1.3899,2.620662,0.068341,2.7,0.0
