TIME,INPUT,INPUT,OUTPUT,OUTPUT,GOALS,GOALS
5.4,0.0005,0.0031,-0.015493,0.019735,0.0,0.0
5.5,0.002,0.0023,-0.0154,0.019698,0.0,0.0
5.6,0.0015,0.0019,-0.015311,0.019647,0.0,0.0
5.7,0.004,0.0024,-0.015228,0.019606,0.0,0.0
5.8,0.0022,0.0026,-0.015149,0.019564,0.0,0.0
5.9,0.0012,0.0007,-0.015072,0.01955,0.0,0.0
6.0,0.0009,0.0014,-0.014997,0.019518,0.0,0.0
6.1,0.0005,0.0011,-0.014927,0.019466,0.0,0.0
6.2,-0.0005,0.0009,-0.014861,0.01942,0.0,0.0
6.3,-0.0018,0.0001,-0.014801,0.019372,0.0,0.0
6.4,0.0006,0.0003,-0.014745,0.019314,0.0,0.0
6.5,-0.0003,-0.0001,-0.014696,0.019248,0.0,0.0
6.6,-0.0025,-0.0001,-0.014652,0.019209,0.0,0.0
6.7,0.002,-0.0001,-0.014613,0.019159,0.0,0.0
6.8,0.0003,-0.0005,-0.014579,0.019102,0.0,0.0
6.9,0.0003,-0.0001,-0.014548,0.019085,0.0,0.0
7.0,0.0031,0.0001,-0.014521,0.019053,0.0,0.0
7.1,0.002,0.0006,-0.014495,0.01903,0.0,0.0
7.2,0.0009,0.0005,-0.014471,0.019035,0.0,0.0
7.3,-0.0004,-0.001,-0.014446,0.019033,0.0,0.0
7.4,-0.0012,-0.0005,-0.014422,0.019017,0.0,0.0
7.5,0.0015,0.0002,-0.014401,0.01898,0.0,0.0
7.6,0.0045,0.0001,-0.014384,0.018949,0.0,0.0
7.7,-0.0024,-0.0002,-0.014368,0.018953,0.0,0.0
7.8,-0.0007,0.0002,-0.01435,0.018971,0.0,0.0
7.9,-0.0003,0.0002,-0.014334,0.018931,0.0,0.0
8.0,0.0008,-0.0008,-0.014321,0.018913,0.0,0.0
8.1,-0.0021,0.0021,-0.014309,0.018901,8.7e-05,0.00264
8.2,-0.0015,0.0015,-0.014299,0.018891,0.000354,0.00532
8.3,-0.0006,0.0006,-0.014289,0.018882,0.001426,0.01068
8.4,0.0004,-0.0004,-0.01428,0.018873,0.002231,0.01336
8.5,0.0005,-0.0005,-0.014272,0.018866,0.00438,0.01872
8.6,0.0001,-0.0001,-0.014265,0.018859,0.005724,0.0214
8.7,0.0003,-0.0003,-0.014258,0.018853,0.008951,0.02676
8.8,0.0007,-0.0007,-0.014252,0.018848,0.010834,0.02944
8.9,-0.0,0.0,-0.014246,0.018843,0.015138,0.0348
9.0,0.0008,-0.0008,-0.014241,0.018838,0.017559,0.03748
9.1,-0.0009,0.0009,-0.014236,0.018834,0.022941,0.04284
9.2,0.0,-0.0,-0.014232,0.018829,0.025901,0.04552
9.3,-0.0005,0.0005,-0.014228,0.018825,0.03236,0.05088
9.4,0.0004,-0.0004,-0.014225,0.018822,0.035858,0.05356
9.5,-0.0005,0.0005,-0.014222,0.018818,0.043395,0.05892
9.6,-0.0014,0.0014,-0.014219,0.018815,0.047432,0.0616
9.7,-0.0001,0.0001,-0.014216,0.018812,0.056046,0.06696
9.8,-0.0001,0.0001,-0.014214,0.018809,0.060622,0.06964
9.9,0.0017,-0.0017,-0.014212,0.018806,0.070313,0.075
10.0,0.0001,-0.0001,-0.014211,0.018804,0.075427,0.07768
10.1,-0.0,0.0,-0.014209,0.018802,0.086196,0.08304
10.2,0.001,-0.001,-0.014208,0.0188,0.091849,0.08572
10.3,-0.0008,0.0008,-0.014207,0.018798,0.103695,0.09108
10.4,0.0024,-0.0024,-0.014206,0.018796,0.109887,0.09376
10.5,-0.0016,0.0016,-0.014206,0.018795,0.12281,0.09912
10.6,-0.0007,0.0007,-0.014205,0.018794,0.12954,0.1018
10.7,-0.0018,0.0018,-0.014205,0.018793,0.143541,0.10716
10.8,-0.0001,0.0001,-0.014204,0.018792,0.15081,0.10984
10.9,0.0021,-0.0021,-0.014204,0.018792,0.165888,0.1152
11.0,1.388,1.392,-0.014204,0.018792,0.173696,0.11788
11.1,1.3892,1.3908,-0.014173,0.022769,0.189851,0.12324
11.2,1.3901,1.3899,-0.012401,0.04949,0.198198,0.12592
11.3,1.3909,1.3891,-0.008106,0.073283,0.21543,0.13128
11.4,1.3898,1.3902,-0.001574,0.094273,0.224316,0.13396
11.5,1.3932,1.3868,0.006923,0.112641,0.242626,0.13932
11.6,1.3942,1.3858,0.017134,0.128602,0.25205,0.142
11.7,1.3949,1.3851,0.028829,0.14239,0.271437,0.14736
11.8,1.3963,1.3837,0.041802,0.154242,0.2814,0.15004
11.9,1.3958,1.3842,0.056019,0.164478,0.301864,0.1554
12.0,1.3957,1.3843,0.070881,0.173035,0.312366,0.15808
12.1,1.4043,1.3757,0.086626,0.176086,0.333908,0.16344
12.2,1.4035,1.3765,0.10271,0.182912,0.344948,0.16612
12.3,1.4048,1.3752,0.119422,0.188667,0.367567,0.17148
12.4,1.4032,1.3768,0.136836,0.19355,0.379146,0.17416
12.5,1.4014,1.3786,0.154343,0.197563,0.402843,0.17952
12.6,1.4019,1.3781,0.172397,0.200956,0.41496,0.1822
12.7,1.4008,1.3792,0.190761,0.203786,0.439734,0.18756
12.8,1.4038,1.3762,0.209383,0.206138,0.452391,0.19024
12.9,1.3989,1.3811,0.22822,0.208087,0.478242,0.1956
13.0,1.3962,1.3838,0.247233,0.209696,0.491437,0.19828
13.1,1.3948,1.3852,0.266393,0.21102,0.5182,0.2
13.2,1.393,1.387,0.285673,0.212104,0.5318,0.2
13.3,1.3917,1.3883,0.305051,0.212986,0.5584,0.2
13.4,1.3885,1.3915,0.324508,0.213702,0.5718,0.2
13.5,1.3871,1.3929,0.344029,0.214279,0.5986,0.2
13.6,1.3882,1.3918,0.363602,0.214741,0.612,0.2
13.7,1.388,1.392,0.383217,0.215111,0.6388,0.2
13.8,1.388,1.392,0.402865,0.215405,0.6522,0.2
13.9,1.3886,1.3914,0.422538,0.21564,0.6656,0.2
14.0,1.389,1.391,0.442233,0.215827,0.6924,0.2
14.1,-0.0006,0.0006,0.462142,0.215981,0.7058,0.2
14.2,-0.0009,0.0009,0.481641,0.212156,0.7326,0.2
14.3,-0.0008,0.0008,0.49966,0.186809,0.746,0.2
14.4,0.001,-0.001,0.515356,0.165516,0.7728,0.2
14.5,0.0003,-0.0003,0.529093,0.147455,0.7862,0.2
14.6,-0.0001,0.0001,0.54116,0.132005,0.813,0.2
14.7,0.0,-0.0,0.551793,0.118693,0.8264,0.2
14.8,0.0002,-0.0002,0.561275,0.107041,0.8532,0.2
14.9,0.0002,-0.0002,0.569503,0.097081,0.8666,0.2
15.0,0.0006,-0.0006,0.576877,0.088258,0.8934,0.2
15.1,0.0007,-0.0007,0.583424,0.080494,0.9068,0.2
15.2,0.0005,-0.0005,0.589241,0.073638,0.9336,0.2
15.3,0.0004,-0.0004,0.594414,0.067567,0.947,0.2
15.4,0.0009,-0.0009,0.599014,0.062179,0.9738,0.2
15.5,0.0009,-0.0009,0.603106,0.05739,0.9872,0.2
15.6,0.0005,-0.0005,0.606747,0.053129,1.014,0.2
15.7,0.0005,-0.0005,0.609986,0.049338,1.0274,0.2
15.8,0.0003,-0.0003,0.612867,0.045965,1.0542,0.2
15.9,0.0007,-0.0007,0.615431,0.042967,1.0676,0.2
16.0,0.0008,-0.0008,0.617711,0.040307,1.0944,0.2
16.1,0.0005,-0.0005,0.619742,0.03795,1.1078,0.2
16.2,0.0003,-0.0003,0.621551,0.035868,1.1346,0.2
16.3,0.0005,-0.0005,0.623164,0.034031,1.148,0.2
16.4,0.0008,-0.0008,0.624618,0.032402,1.1748,0.2
16.5,0.0006,-0.0006,0.625894,0.031,1.1884,0.2
16.6,0.0006,-0.0006,0.627052,0.029761,1.215,0.2
16.7,0.0006,-0.0006,0.628093,0.028678,1.2284,0.2
16.8,0.0004,-0.0004,0.629033,0.027732,1.2552,0.2
16.9,-0.0,0.0,0.629885,0.026905,1.2686,0.2
17.0,0.0002,-0.0002,0.630629,0.026209,1.2954,0.2
17.1,-0.0,0.0,0.631365,0.025546,1.3088,0.2
17.2,1.3895,1.3905,0.632012,0.024984,1.3356,0.2
17.3,1.3896,1.3904,0.632632,0.028177,1.349,0.2
17.4,1.3905,1.3895,0.634922,0.054434,1.3758,0.2
17.5,1.3904,1.3896,0.639688,0.077759,1.3892,0.2
17.6,1.3913,1.3887,0.646644,0.098286,1.416,0.2
17.7,1.3919,1.3881,0.65552,0.116203,1.4294,0.2
17.8,1.3925,1.3875,0.666064,0.131731,1.4562,0.2
17.9,1.3927,1.3873,0.678051,0.145109,1.4696,0.2
18.0,1.3933,1.3867,0.691277,0.156575,1.4964,0.2
18.1,1.3934,1.3866,0.70571,0.166449,1.5098,0.2
18.2,1.394,1.386,0.720907,0.174754,1.5366,0.2
18.3,1.3936,1.3864,0.736869,0.181792,1.55,0.2
18.4,1.3936,1.3864,0.753309,0.187685,1.5768,0.2
18.5,1.3939,1.3861,0.770459,0.192706,1.5902,0.2
18.6,1.3937,1.3863,0.78807,0.196927,1.617,0.2
18.7,1.3938,1.3862,0.80625,0.200497,1.6304,0.2
18.8,1.3934,1.3866,0.824389,0.203421,1.6574,0.2
18.9,1.3924,1.3876,0.842794,0.205862,1.6706,0.2
19.0,1.3937,1.3863,0.861797,0.207928,1.6974,0.2
19.1,1.3931,1.3869,0.880989,0.209631,1.7108,0.2
19.2,1.3927,1.3873,0.900146,0.211016,1.7376,0.2
19.3,1.3922,1.3878,0.919428,0.212147,1.751,0.2
19.4,1.3925,1.3875,0.938617,0.213057,1.7778,0.2
19.5,1.3924,1.3876,0.958083,0.213798,1.7912,0.2
19.6,1.3926,1.3874,0.977615,0.21439,1.818,0.2
19.7,1.3924,1.3876,0.9972,0.21486,1.8314,0.2
19.8,1.3926,1.3874,1.017023,0.215232,1.8582,0.2
19.9,1.3928,1.3872,1.036485,0.215516,1.8716,0.2
20.0,1.393,1.387,1.05617,0.215739,1.8984,0.2
20.1,1.393,1.387,1.075874,0.215911,1.9118,0.2
20.2,1.3932,1.3868,1.095593,0.216045,1.9386,0.2
20.3,0.0034,-0.0034,1.115324,0.216149,1.952,0.2
20.4,0.0033,-0.0033,1.135035,0.212285,1.9654,0.2
20.5,0.0027,-0.0027,1.153064,0.186898,1.9922,0.2
20.6,0.0019,-0.0019,1.168768,0.165573,2.019,0.2
20.7,0.0017,-0.0017,1.182509,0.147485,2.0324,0.2
20.8,0.0007,-0.0007,1.194578,0.132014,2.0458,0.2
20.9,0.0006,-0.0006,1.205211,0.118685,2.0726,0.2
21.0,-0.0003,0.0003,1.214604,0.107129,2.086,0.2
21.1,-0.0001,0.0001,1.222918,0.097053,2.1128,0.2
21.2,-0.0009,0.0009,1.230289,0.088227,2.1262,0.2
21.3,-0.0005,0.0005,1.236832,0.080463,2.153,0.2
21.4,-0.0007,0.0007,1.242647,0.07361,2.1664,0.2
21.5,-0.0008,0.0008,1.247816,0.067544,2.1932,0.2
21.6,-0.0009,0.0009,1.252415,0.062164,2.206578,0.19868
21.7,-0.0009,0.0009,1.256506,0.057384,2.232842,0.19332
21.8,-0.0008,0.0008,1.260147,0.053133,2.245705,0.19064
21.9,-0.0004,0.0004,1.263387,0.049352,2.270892,0.18528
22.0,-0.0003,0.0003,1.26627,0.04599,2.283215,0.1826
22.1,-0.0007,0.0007,1.26886,0.042974,2.307325,0.17724
22.2,0.0001,-0.0001,1.2711,0.040376,2.31911,0.17456
22.3,0.0002,-0.0002,1.273156,0.038002,2.342311,0.16916
22.4,0.0003,-0.0003,1.27497,0.035925,2.353389,0.16652
22.5,0.0003,-0.0003,1.27659,0.034092,2.375343,0.16116
22.6,0.0002,-0.0002,1.278037,0.03248,2.386051,0.15848
22.7,0.0006,-0.0006,1.279333,0.031063,2.406928,0.15312
22.8,0.0003,-0.0003,1.280507,0.029809,2.417098,0.15044
22.9,0.0003,-0.0003,1.281543,0.028733,2.436897,0.14508
23.0,0.0002,-0.0002,1.282489,0.027782,2.446528,0.1424
23.1,0.0001,-0.0001,1.283353,0.02694,2.46525,0.13704
23.2,0.0,-0.0,1.284123,0.026216,2.474342,0.13436
23.3,-0.0002,0.0002,1.284832,0.02557,2.492116,0.12896
23.4,1.3898,1.3902,1.285481,0.024998,2.500541,0.12632
23.5,1.3899,1.3901,1.286106,0.028464,2.517108,0.12096
23.6,1.3906,1.3894,1.288422,0.054682,2.525123,0.11828
23.7,1.3909,1.3891,1.293211,0.07797,2.540613,0.11292
23.8,1.3917,1.3883,1.300187,0.098464,2.548089,0.11024
23.9,1.392,1.388,1.309079,0.11635,2.562502,0.10488
24.0,1.3927,1.3873,1.319636,0.131853,2.56944,0.1022
24.1,1.3932,1.3868,1.331634,0.145209,2.582775,0.09684
24.2,1.3933,1.3867,1.344731,0.156552,2.589174,0.09416
24.3,1.3939,1.3861,1.359163,0.166428,2.601432,0.0888
24.4,1.3939,1.3861,1.374357,0.174736,2.607292,0.08612
24.5,1.3944,1.3856,1.390155,0.181714,2.618473,0.08076
24.6,1.3942,1.3858,1.406926,0.187732,2.623794,0.07808
24.7,1.3942,1.3858,1.424081,0.192749,2.633898,0.07272
24.8,1.3942,1.3858,1.441696,0.196968,2.63868,0.07004
24.9,1.3938,1.3862,1.459698,0.200505,2.647706,0.06468
25.0,1.3938,1.3862,1.478023,0.203462,2.65195,0.062
25.1,1.3935,1.3865,1.496806,0.205947,2.659899,0.05664
25.2,1.3882,1.3918,1.515249,0.207949,2.663604,0.05396
25.3,1.3932,1.3868,1.534444,0.209655,2.670476,0.0486
25.4,1.3934,1.3866,1.553411,0.211029,2.673642,0.04592
25.5,1.3934,1.3866,1.572888,0.212174,2.679436,0.04056
25.6,1.3933,1.3867,1.592274,0.213091,2.682064,0.03788
25.7,1.3933,1.3867,1.611743,0.21383,2.686781,0.03252
25.8,1.3929,1.3871,1.631474,0.214424,2.68887,0.02984
25.9,1.3931,1.3869,1.650865,0.214885,2.692509,0.02448
26.0,1.3927,1.3873,1.670494,0.21525,2.694059,0.0218
26.1,1.393,1.387,1.690155,0.215534,2.696622,0.01644
26.2,1.3931,1.3869,1.709841,0.215753,2.697647,0.01372
26.3,1.3933,1.3867,1.729546,0.215921,2.699126,0.00836
26.4,1.3931,1.3869,1.749267,0.216051,2.699591,0.00572
26.5,0.0035,-0.0035,1.768998,0.216152,2.699998,0.00036
26.6,0.0032,-0.0032,1.788902,0.212008,2.7,0.0
26.7,0.0028,-0.0028,1.806738,0.186895,2.7,0.0
26.8,0.002,-0.002,1.822588,0.165371,2.7,0.0
26.9,0.0012,-0.0012,1.836182,0.147476,2.7,0.0
27.0,0.001,-0.001,1.84825,0.132004,2.7,0.0
27.1,0.0005,-0.0005,1.858981,0.11855,2.7,0.0
27.2,0.0,-0.0,1.868273,0.107117,2.7,0.0
27.3,-0.0003,0.0003,1.876586,0.097041,2.7,0.0
27.4,-0.0006,0.0006,1.883956,0.088215,2.7,0.0
27.5,-0.0006,0.0006,1.890498,0.080452,2.7,0.0
27.6,-0.0007,0.0007,1.896311,0.0736,2.7,0.0
27.7,-0.0007,0.0007,1.90148,0.067536,2.7,0.0
27.8,-0.0006,0.0006,1.906078,0.062158,2.7,0.0
27.9,-0.001,0.001,1.910169,0.057379,2.7,0.0
28.0,-0.0004,0.0004,1.913809,0.053131,2.7,0.0
28.1,-0.001,0.001,1.917049,0.049352,2.7,0.0
28.2,-0.0001,0.0001,1.919932,0.045992,2.7,0.0
28.3,-0.0006,0.0006,1.922499,0.043006,2.7,0.0
28.4,-0.0004,0.0004,1.924784,0.040356,2.7,0.0
28.5,-0.0006,0.0006,1.92682,0.038008,2.7,0.0
28.6,-0.0002,0.0002,1.928635,0.035932,2.7,0.0
28.7,0.0001,-0.0001,1.930255,0.034101,2.7,0.0
28.81,-0.0002,0.0002,1.931839,0.032338,2.7,0.0
28.9,-0.0003,0.0003,1.932999,0.031072,2.7,0.0
29.0,-0.0003,0.0003,1.934164,0.02983,2.7,0.0
29.1,-0.0004,0.0004,1.935212,0.028741,2.7,0.0
29.2,-0.0002,0.0002,1.936158,0.027789,2.7,0.0
29.3,-0.0002,0.0002,1.937023,0.026946,2.7,0.0
29.4,0.0004,-0.0004,1.937793,0.026221,2.7,0.0
29.5,-0.0,0.0,1.938503,0.025574,2.7,0.0
29.6,1.3901,1.3899,1.939152,0.025001,2.7,0.0
29.7,1.3903,1.3897,1.939767,0.028188,2.7,0.0
29.8,1.3902,1.3898,1.942093,0.054682,2.7,0.0
29.9,1.391,1.389,1.946882,0.077969,2.7,0.0
30.0,1.3915,1.3885,1.953858,0.098461,2.7,0.0
30.1,1.3921,1.3879,1.962749,0.116347,2.7,0.0
30.2,1.3926,1.3874,1.973307,0.13185,2.7,0.0
30.3,1.3933,1.3867,1.985431,0.145329,2.7,0.0
30.4,1.3935,1.3865,1.998539,0.156654,2.7,0.0
30.5,1.3942,1.3858,2.012684,0.166334,2.7,0.0
30.6,1.3939,1.3861,2.028026,0.174733,2.7,0.0
30.7,1.3943,1.3857,2.043986,0.181776,2.7,0.0
30.8,1.3945,1.3855,2.060594,0.187729,2.7,0.0
30.9,1.3941,1.3859,2.077575,0.192702,2.7,0.0
31.0,1.394,1.386,2.095364,0.196967,2.7,0.0
31.1,1.3942,1.3858,2.113365,0.200505,2.7,0.0
31.2,1.394,1.386,2.131691,0.203462,2.7,0.0
31.3,1.394,1.386,2.150286,0.205926,2.7,0.0
31.39,1.3929,1.3871,2.167216,0.207782,2.7,0.0
31.5,1.3935,1.3865,2.188113,0.209658,2.7,0.0
31.6,1.393,1.387,2.207272,0.211044,2.7,0.0
31.7,1.3927,1.3873,2.226556,0.212176,2.7,0.0
31.8,1.3923,1.3877,2.245943,0.213096,2.7,0.0
31.9,1.3927,1.3873,2.265413,0.21384,2.7,0.0
32.0,1.3926,1.3874,2.284949,0.214441,2.7,0.0
32.1,1.3929,1.3871,2.30454,0.214927,2.7,0.0
32.2,1.3923,1.3877,2.324175,0.215324,2.7,0.0
32.3,1.3924,1.3876,2.343845,0.21565,2.7,0.0
32.4,1.3927,1.3873,2.363545,0.215924,2.7,0.0
32.5,1.3925,1.3875,2.383468,0.216158,2.7,0.0
32.6,1.3933,1.3867,2.403216,0.216359,2.7,0.0
32.7,0.0023,-0.0023,2.422784,0.216534,2.7,0.0
32.8,0.0028,-0.0028,2.442343,0.21302,2.7,0.0
32.9,0.0025,-0.0025,2.460616,0.18742,2.7,0.0
33.0,0.0021,-0.0021,2.476374,0.166143,2.7,0.0
33.1,0.0019,-0.0019,2.490174,0.148086,2.7,0.0
33.2,0.0012,-0.0012,2.502303,0.132627,2.7,0.0
33.3,0.0011,-0.0011,2.512998,0.119292,2.7,0.0
33.4,0.0006,-0.0006,2.52245,0.107713,2.7,0.0
33.5,0.0003,-0.0003,2.530821,0.097602,2.7,0.0
33.6,-0.0004,0.0004,2.538314,0.088648,2.7,0.0
33.7,0.0003,-0.0003,2.544836,0.080916,2.7,0.0
33.8,-0.0005,0.0005,2.550693,0.074009,2.7,0.0
33.9,-0.0003,0.0003,2.555899,0.067888,2.7,0.0
34.0,-0.0005,0.0005,2.56053,0.062454,2.7,0.0
34.1,-0.0007,0.0007,2.564647,0.057623,2.7,0.0
34.2,-0.0007,0.0007,2.56831,0.053326,2.7,0.0
34.3,-0.0007,0.0007,2.571567,0.049502,2.7,0.0
34.4,-0.0008,0.0008,2.574463,0.046103,2.7,0.0
34.5,-0.0004,0.0004,2.577039,0.043084,2.7,0.0
34.6,-0.0006,0.0006,2.57933,0.040406,2.7,0.0
