TIME,INPUT_thr1,INPUT_thr2,OUTPUT_pos,OUTPUT_vel,GOAL_pos,GOAL_vel
8.7,0.0036,-0.0036,0.045241,0.023823,0.008978,0.0268
8.8,0.0038,-0.0038,0.044105,0.024088,0.010863,0.02948
8.9,0.001,-0.001,0.042994,0.024345,0.015173,0.03484
9.0,-0.0007,0.0007,0.04191,0.024595,0.017597,0.03752
9.1,0.0012,-0.0012,0.04085,0.024838,0.023027,0.04292
9.2,-0.0038,0.0038,0.039824,0.025073,0.025946,0.04556
9.3,0.0016,-0.0016,0.038801,0.025307,0.032411,0.05092
9.4,-0.0022,0.0022,0.037811,0.025532,0.035912,0.0536
9.5,0.0002,-0.0002,0.036843,0.025751,0.043454,0.05896
9.6,0.0001,-0.0001,0.035897,0.025965,0.047494,0.06164
9.7,-0.001,0.001,0.034973,0.026173,0.056113,0.067
9.8,0.0044,-0.0044,0.034059,0.026379,0.060691,0.06968
9.9,-0.0056,0.0056,0.033184,0.026575,0.070388,0.07504
10.0,-0.0034,0.0034,0.032311,0.026772,0.075505,0.07772
10.1,0.0182,-0.0182,0.031474,0.02696,0.086279,0.08308
10.2,-0.0171,0.0171,0.030648,0.027144,0.091935,0.08576
10.3,-0.011,0.011,0.02984,0.027328,0.103786,0.09112
10.4,0.0094,-0.0094,0.029049,0.027506,0.10998,0.0938
10.5,0.0158,-0.0158,0.028277,0.027679,0.122909,0.09916
10.6,-0.0153,0.0153,0.027521,0.027847,0.129642,0.10184
10.7,0.0162,-0.0162,0.026783,0.028014,0.143648,0.1072
10.8,-0.0039,0.0039,0.02606,0.028175,0.15092,0.10988
10.9,-0.0042,0.0042,0.025354,0.028333,0.166003,0.11524
11.0,0.0024,-0.0024,0.024663,0.028488,0.173814,0.11792
11.1,1.3891,1.3909,0.023988,0.028639,0.189974,0.12328
11.2,1.3805,1.3995,0.024678,0.05624,0.198324,0.12596
11.3,1.3829,1.3971,0.028174,0.083899,0.215562,0.13132
11.4,1.3894,1.3906,0.034385,0.110481,0.22445,0.134
11.5,1.3882,1.3918,0.043189,0.135754,0.242765,0.13936
11.6,1.3903,1.3897,0.054446,0.159538,0.252192,0.14204
11.7,1.3919,1.3881,0.068002,0.181703,0.271584,0.1474
11.8,1.3911,1.3889,0.083855,0.202367,0.28155,0.15008
11.9,1.3945,1.3855,0.101334,0.220913,0.30202,0.15544
12.0,1.3976,1.3824,0.120767,0.23794,0.312524,0.15812
12.1,1.3986,1.3814,0.141736,0.249191,0.334071,0.16348
12.2,1.4014,1.3786,0.163622,0.263201,0.345114,0.16616
12.3,1.4065,1.3735,0.187301,0.275936,0.367739,0.17152
12.4,1.4067,1.3733,0.211938,0.287101,0.379321,0.1742
12.5,1.4057,1.3743,0.237624,0.296946,0.403022,0.17956
12.6,1.4053,1.3747,0.263962,0.305507,0.415143,0.18224
12.7,1.4027,1.3773,0.291649,0.313145,0.439922,0.1876
12.8,1.4044,1.3756,0.320057,0.319791,0.452581,0.19028
12.9,1.3994,1.3806,0.348509,0.325448,0.478438,0.19564
13.0,1.3976,1.3824,0.377778,0.330401,0.491635,0.19832
13.1,1.3952,1.3848,0.407507,0.33468,0.5052,0.2
13.2,1.3931,1.3869,0.437331,0.338332,0.5318,0.2
13.3,1.3911,1.3889,0.468103,0.341535,0.5586,0.2
13.4,1.3899,1.3901,0.498865,0.344255,0.572,0.2
13.5,1.3883,1.3917,0.52988,0.346584,0.5854,0.2
13.6,1.3884,1.3916,0.561109,0.348576,0.6122,0.2
13.7,1.3877,1.3923,0.592523,0.350278,0.6256,0.2
13.8,1.3875,1.3925,0.624094,0.351731,0.6524,0.2
13.9,1.3886,1.3914,0.6558,0.352971,0.6658,0.2
14.0,1.3897,1.3903,0.68762,0.35403,0.6926,0.2
14.1,1.3901,1.3899,0.719538,0.354934,0.706,0.2
14.2,0.0015,-0.0015,0.75186,0.355714,0.7328,0.2
14.3,0.001,-0.001,0.782346,0.330855,0.7464,0.2
14.4,0.0012,-0.0012,0.810737,0.308347,0.773,0.2
14.5,0.0011,-0.0011,0.837024,0.288662,0.7864,0.2
14.6,0.0011,-0.0011,0.861464,0.271291,0.8132,0.2
14.7,0.0007,-0.0007,0.883825,0.256131,0.8266,0.2
14.8,0.0009,-0.0009,0.905607,0.241995,0.8534,0.2
14.9,0.0002,-0.0002,0.925633,0.229514,0.8668,0.2
15.0,0.0001,-0.0001,0.944472,0.218197,0.8936,0.2
15.1,-0.0002,0.0002,0.962232,0.207883,0.907,0.2
15.2,-0.0003,0.0003,0.979004,0.198443,0.9338,0.2
15.3,-0.0008,0.0008,0.995027,0.189684,0.9472,0.2
15.4,-0.001,0.001,1.009908,0.181769,0.974,0.2
15.5,-0.0009,0.0009,1.024175,0.174373,0.9874,0.2
15.6,-0.0013,0.0013,1.03773,0.167521,1.0142,0.2
15.7,-0.0007,0.0007,1.050499,0.16122,1.0276,0.2
15.8,-0.0004,0.0004,1.063027,0.155188,1.0544,0.2
15.9,-0.0004,0.0004,1.074618,0.149742,1.068,0.2
16.0,-0.0005,0.0005,1.085689,0.144666,1.0946,0.2
16.1,0.0002,-0.0002,1.096484,0.13984,1.108,0.2
16.2,-0.0001,0.0001,1.106709,0.135387,1.1348,0.2
16.3,0.0004,-0.0004,1.116504,0.131234,1.1482,0.2
16.4,0.0009,-0.0009,1.125897,0.127358,1.175,0.2
16.5,0.0009,-0.0009,1.134916,0.123738,1.1884,0.2
16.6,0.0011,-0.0011,1.143585,0.120354,1.2152,0.2
16.7,0.0008,-0.0008,1.152009,0.117157,1.2286,0.2
16.8,0.001,-0.001,1.160041,0.114191,1.2554,0.2
16.9,0.0009,-0.0009,1.16771,0.111433,1.2688,0.2
17.0,0.0006,-0.0006,1.175188,0.108809,1.2956,0.2
17.1,0.0005,-0.0005,1.182411,0.106333,1.309,0.2
17.2,-0.0,0.0,1.189393,0.10399,1.3358,0.2
17.3,1.3904,1.3896,1.196213,0.101743,1.3494,0.2
17.4,1.39,1.39,1.203994,0.126447,1.376,0.2
17.5,1.3902,1.3898,1.21435,0.150818,1.3894,0.2
17.6,1.3908,1.3892,1.227064,0.173586,1.4162,0.2
17.7,1.3911,1.3889,1.241969,0.194661,1.4296,0.2
17.8,1.3917,1.3883,1.258894,0.214,1.4564,0.2
17.9,1.3921,1.3879,1.277666,0.231606,1.4698,0.2
18.0,1.3926,1.3874,1.298112,0.24752,1.4966,0.2
18.1,1.3931,1.3869,1.320067,0.26181,1.51,0.2
18.2,1.3933,1.3867,1.343373,0.274565,1.5368,0.2
18.3,1.3933,1.3867,1.367881,0.28589,1.5502,0.2
18.4,1.3938,1.3862,1.393454,0.295896,1.577,0.2
18.5,1.3934,1.3866,1.419965,0.304697,1.5904,0.2
18.6,1.3941,1.3859,1.447301,0.312407,1.6172,0.2
18.7,1.3933,1.3867,1.475357,0.319137,1.6306,0.2
18.8,1.394,1.386,1.504331,0.325045,1.6574,0.2
18.9,1.3938,1.3862,1.533271,0.330066,1.6708,0.2
19.0,1.3936,1.3864,1.562973,0.334452,1.6976,0.2
19.1,1.3913,1.3887,1.593082,0.338231,1.711,0.2
19.2,1.3934,1.3866,1.623541,0.341479,1.7378,0.2
19.3,1.3933,1.3867,1.65461,0.344288,1.7512,0.2
19.4,1.3931,1.3869,1.685319,0.346641,1.7782,0.2
19.5,1.3927,1.3873,1.716556,0.348668,1.7914,0.2
19.6,1.3935,1.3865,1.74798,0.350393,1.8182,0.2
19.7,1.3929,1.3871,1.779564,0.351856,1.8316,0.2
19.8,1.393,1.387,1.811282,0.353097,1.8584,0.2
19.9,1.3924,1.3876,1.843114,0.354146,1.8718,0.2
20.0,1.3932,1.3868,1.875043,0.355034,1.8852,0.2
20.1,1.3928,1.3872,1.907374,0.355793,1.912,0.2
20.2,1.393,1.387,1.939133,0.356423,1.9254,0.2
20.3,1.3928,1.3872,1.971271,0.356963,1.9522,0.2
20.4,0.0031,-0.0031,2.00346,0.357425,1.9656,0.2
20.5,0.0026,-0.0026,2.034398,0.332059,1.9924,0.2
20.6,0.0022,-0.0022,2.0629,0.309367,2.0058,0.2
20.7,0.0025,-0.0025,2.089281,0.289532,2.0326,0.2
20.8,0.0011,-0.0011,2.114038,0.271873,2.046,0.2
20.9,0.0012,-0.0012,2.136673,0.256484,2.0728,0.2
21.0,-0.0001,0.0001,2.158074,0.242558,2.0862,0.2
21.1,-0.0003,0.0003,2.178153,0.230009,2.113,0.2
21.2,0.0002,-0.0002,2.197039,0.218638,2.1264,0.2
21.3,-0.0008,0.0008,2.21484,0.208281,2.1532,0.2
21.4,0.0001,-0.0001,2.231651,0.198807,2.1666,0.2
21.5,-0.0011,0.0011,2.247554,0.190105,2.1934,0.2
21.6,-0.0007,0.0007,2.262623,0.182088,2.206777,0.19864
21.7,-0.0006,0.0006,2.276921,0.174679,2.233036,0.19328
21.8,-0.0002,0.0002,2.290506,0.167817,2.245896,0.1906
21.9,-0.0013,0.0013,2.30343,0.16145,2.271077,0.18524
22.0,-0.0007,0.0007,2.31562,0.155589,2.283398,0.18256
22.1,-0.0008,0.0008,2.327481,0.150027,2.307502,0.1772
22.2,-0.0001,0.0001,2.338799,0.14485,2.319285,0.17452
22.3,-0.0005,0.0005,2.349403,0.140121,2.342311,0.16916
22.4,0.0003,-0.0003,2.359556,0.135709,2.353555,0.16648
22.5,-0.0,0.0,2.369478,0.131508,2.375504,0.16112
22.6,0.0004,-0.0004,2.378991,0.127589,2.38621,0.15844
22.7,0.0003,-0.0003,2.387945,0.123998,2.407081,0.15308
22.8,0.0001,-0.0001,2.396639,0.120605,2.417248,0.1504
22.9,0.0003,-0.0003,2.405005,0.117426,2.437042,0.14504
23.0,0.0,-0.0,2.413064,0.114444,2.44667,0.14236
23.1,0.0003,-0.0003,2.420834,0.111641,2.465387,0.137
23.2,-0.0001,0.0001,2.428331,0.109001,2.474477,0.13432
23.3,-0.0003,0.0003,2.435643,0.106483,2.492116,0.12896
23.4,0.0003,-0.0003,2.442571,0.104145,2.500667,0.12628
23.5,1.3901,1.3899,2.449339,0.101902,2.517229,0.12092
23.6,1.3893,1.3907,2.457226,0.126839,2.525241,0.11824
23.7,1.3896,1.3904,2.46762,0.151175,2.540726,0.11288
23.8,1.3908,1.3892,2.480368,0.173909,2.5482,0.1102
23.9,1.3913,1.3887,2.495304,0.19495,2.562607,0.10484
24.0,1.3919,1.3881,2.512256,0.214257,2.569542,0.10216
24.1,1.3924,1.3876,2.531052,0.231834,2.582872,0.0968
24.2,1.3931,1.3869,2.55152,0.247722,2.589268,0.09412
24.3,1.3931,1.3869,2.573493,0.261989,2.601521,0.08876
24.4,1.3934,1.3866,2.596816,0.274725,2.607378,0.08608
24.5,1.3937,1.3863,2.621339,0.286033,2.618554,0.08072
24.6,1.3944,1.3856,2.646925,0.296025,2.623872,0.07804
24.7,1.3935,1.3865,2.67345,0.304817,2.629011,0.07536
