TIME,INPUT_thr1,INPUT_thr2,OUTPUT_pos,OUTPUT_vel,GOAL_pos,GOAL_vel
21.0,0.0022,-0.0022,1.708717,0.187767,2.0862,0.2
21.1,-0.0055,0.0055,1.724269,0.174694,2.113,0.2
21.2,-0.0037,0.0037,1.738585,0.162992,2.1264,0.2
21.3,0.0113,-0.0113,1.751918,0.152365,2.1532,0.2
21.4,-0.0146,0.0146,1.763879,0.143036,2.1666,0.2
21.5,0.0016,-0.0016,1.775295,0.134303,2.1934,0.2
21.6,-0.0128,0.0128,1.78577,0.126437,2.206777,0.19864
21.7,0.0128,-0.0128,1.795493,0.119247,2.233036,0.19328
21.8,-0.0121,0.0121,1.804529,0.112669,2.245896,0.1906
21.9,-0.0019,0.0019,1.812934,0.10663,2.271077,0.18524
22.0,0.0228,-0.0228,1.820761,0.101085,2.283398,0.18256
22.1,-0.0054,0.0054,1.828056,0.095985,2.307502,0.1772
22.2,-0.0044,0.0044,1.834861,0.091288,2.319459,0.17448
22.3,-0.0069,0.0069,1.841217,0.08697,2.342311,0.16916
22.4,-0.0022,0.0022,1.847158,0.082994,2.353555,0.16648
22.5,0.0084,-0.0084,1.85261,0.079403,2.375504,0.16112
22.6,-0.0193,0.0193,1.857926,0.075964,2.38621,0.15844
22.7,0.0129,-0.0129,1.862811,0.072859,2.407081,0.15308
22.8,-0.0089,0.0089,1.867399,0.070004,2.417248,0.1504
22.9,-0.002,0.002,1.871712,0.067368,2.437042,0.14504
23.0,0.0009,-0.0009,1.875772,0.064941,2.44667,0.14236
23.1,-0.0086,0.0086,1.879599,0.062698,2.465388,0.137
23.2,0.0068,-0.0068,1.883211,0.060624,2.474477,0.13432
23.3,0.0137,-0.0137,1.886622,0.058702,2.492116,0.12896
23.4,0.0068,-0.0068,1.889849,0.056912,2.500667,0.12628
23.5,1.4167,1.3633,1.892902,0.055241,2.517229,0.12092
23.6,1.3644,1.4156,1.895854,0.059362,2.525241,0.11824
23.7,1.4125,1.3675,1.900557,0.085185,2.540726,0.11288
23.8,1.3849,1.3951,1.907748,0.109121,2.548199,0.1102
23.9,1.401,1.379,1.917234,0.131078,2.562607,0.10484
24.0,1.368,1.412,1.928814,0.151054,2.569542,0.10216
24.1,1.3912,1.3888,1.942293,0.169075,2.582872,0.0968
24.2,1.3909,1.3891,1.957479,0.185221,2.589268,0.09412
24.3,1.3908,1.3892,1.974189,0.199584,2.601521,0.08876
24.4,1.3834,1.3966,1.99225,0.212292,2.607378,0.08608
24.5,1.3957,1.3843,2.011504,0.223476,2.618554,0.08072
24.6,1.3857,1.3943,2.031805,0.233274,2.623872,0.07804
24.7,1.4374,1.3426,2.053021,0.241819,2.63397,0.07268
24.8,1.3929,1.3871,2.075035,0.249244,2.63875,0.07
24.9,1.3946,1.3854,2.097739,0.255667,2.647771,0.06464
25.0,1.3687,1.4113,2.12104,0.261217,2.652012,0.06196
25.1,1.3927,1.3873,2.144857,0.265992,2.659956,0.0566
25.2,1.3978,1.3822,2.169116,0.27009,2.663658,0.05392
25.3,1.3836,1.3964,2.193754,0.27359,2.670524,0.04856
25.4,1.4052,1.3748,2.218715,0.276573,2.673688,0.04588
25.5,1.3905,1.3895,2.243952,0.27911,2.679477,0.04052
25.6,1.4043,1.3757,2.269422,0.281254,2.682102,0.03784
25.7,1.3969,1.3831,2.295089,0.283066,2.686813,0.03248
25.8,1.4083,1.3717,2.320922,0.284589,2.6889,0.0298
25.9,1.3868,1.3932,2.346895,0.285867,2.692534,0.02444
26.0,1.3984,1.3816,2.372985,0.286935,2.694081,0.02176
26.1,1.3987,1.3813,2.399173,0.287828,2.696638,0.0164
26.2,1.3984,1.3816,2.425442,0.288571,2.697647,0.01372
26.3,1.3953,1.3847,2.451779,0.28919,2.699135,0.00832
26.4,1.4084,1.3716,2.478172,0.289709,2.699597,0.00568
26.5,1.3979,1.3821,2.504614,0.29015,2.699999,0.00032
26.6,0.001,-0.001,2.531096,0.290531,2.7,0.0
26.7,0.0006,-0.0006,2.55756,0.285525,2.7,0.0
26.8,-0.0026,0.0026,2.582249,0.260196,2.7,0.0
26.9,-0.0031,0.0031,2.604589,0.238403,2.7,0.0
27.0,-0.004,0.004,2.624899,0.219463,2.7,0.0
27.1,-0.0063,0.0063,2.643437,0.202855,2.7,0.0
