TIME,INPUT,INPUT,OUTPUT,OUTPUT,GOALS,GOALS
12.5,1.401,1.379,0.188437,0.216878,0.403022,0.17956
12.6,1.4,1.38,0.208418,0.220881,0.427443,0.18492
12.7,1.3987,1.3813,0.228768,0.224263,0.439922,0.1876
12.8,1.3985,1.3815,0.249427,0.227113,0.46542,0.19296
12.9,1.3939,1.3861,0.270349,0.229506,0.478438,0.19564
13.0,1.3934,1.3866,0.291277,0.231493,0.505,0.2
13.1,1.3929,1.3871,0.312813,0.233186,0.5184,0.2
13.2,1.3904,1.3896,0.334289,0.23458,0.5452,0.2
13.3,1.3898,1.3902,0.355893,0.235735,0.5586,0.2
13.4,1.3895,1.3905,0.377602,0.23669,0.5854,0.2
13.5,1.387,1.393,0.399397,0.237477,0.5988,0.2
13.6,1.3888,1.3912,0.421264,0.238123,0.6256,0.2
13.7,1.3892,1.3908,0.44319,0.238652,0.639,0.2
13.8,1.389,1.391,0.465163,0.239086,0.6658,0.2
13.9,1.3897,1.3903,0.487396,0.239444,0.6792,0.2
14.0,1.3899,1.3901,0.509221,0.239733,0.706,0.2
14.1,0.0008,-0.0008,0.531292,0.239975,0.7194,0.2
14.2,0.0017,-0.0017,0.553046,0.226762,0.7462,0.2
14.3,0.0022,-0.0022,0.572562,0.20276,0.7596,0.2
14.4,0.0011,-0.0011,0.589864,0.182299,0.7864,0.2
14.5,0.0009,-0.0009,0.605269,0.164693,0.7998,0.2
14.6,0.0009,-0.0009,0.619035,0.149417,0.8266,0.2
14.7,0.0014,-0.0014,0.631373,0.13607,0.84,0.2
14.8,0.0009,-0.0009,0.642461,0.124332,0.8668,0.2
14.9,0.0011,-0.0011,0.652445,0.113953,0.8802,0.2
15.0,0.0008,-0.0008,0.661451,0.104731,0.907,0.2
15.1,0.0006,-0.0006,0.669587,0.096503,0.9204,0.2
15.2,0.0008,-0.0008,0.677014,0.089067,0.9472,0.2
15.3,0.0005,-0.0005,0.683603,0.082521,0.9606,0.2
15.4,0.0004,-0.0004,0.689635,0.076568,0.9874,0.2
15.5,0.0002,-0.0002,0.695102,0.071201,1.0008,0.2
15.6,0.0001,-0.0001,0.700059,0.066358,1.0276,0.2
15.7,0.0001,-0.0001,0.704555,0.061986,1.041,0.2
15.8,0.0002,-0.0002,0.708637,0.058037,1.0678,0.2
15.9,0.0001,-0.0001,0.712343,0.054473,1.0812,0.2
16.0,-0.0001,0.0001,0.715711,0.051258,1.108,0.2
16.1,0.0004,-0.0004,0.718715,0.048417,1.1214,0.2
16.2,0.0003,-0.0003,0.721561,0.045756,1.1482,0.2
16.3,0.0,-0.0,0.724102,0.043414,1.1616,0.2
16.4,0.0002,-0.0002,0.726421,0.041312,1.1884,0.2
16.5,0.0003,-0.0003,0.72854,0.039427,1.2018,0.2
16.6,0.0002,-0.0002,0.730482,0.037738,1.2286,0.2
16.7,0.0,-0.0,0.732263,0.036224,1.242,0.2
16.8,0.0002,-0.0002,0.733901,0.034868,1.2688,0.2
16.9,-0.0,0.0,0.735411,0.033649,1.2822,0.2
17.0,-0.0002,0.0002,0.736805,0.032552,1.309,0.2
17.1,-0.0001,0.0001,0.738095,0.031561,1.3224,0.2
17.2,1.3897,1.3903,0.73929,0.03066,1.3492,0.2
17.3,1.3891,1.3909,0.740745,0.043557,1.3626,0.2
17.4,1.3896,1.3904,0.744487,0.068901,1.3894,0.2
17.5,1.3911,1.3889,0.750638,0.091758,1.4028,0.2
17.6,1.3914,1.3886,0.75895,0.112182,1.4296,0.2
17.7,1.3924,1.3876,0.769187,0.130282,1.443,0.2
17.8,1.3926,1.3874,0.781122,0.146208,1.4698,0.2
17.9,1.3925,1.3875,0.794548,0.160133,1.4832,0.2
18.0,1.3932,1.3868,0.809272,0.172241,1.51,0.2
18.1,1.3937,1.3863,0.825124,0.182719,1.5234,0.2
18.2,1.394,1.386,0.841949,0.191749,1.5502,0.2
18.3,1.3938,1.3862,0.85961,0.199503,1.5636,0.2
18.4,1.3941,1.3859,0.87799,0.206138,1.5904,0.2
18.5,1.3937,1.3863,0.896983,0.2118,1.6038,0.2
18.6,1.3941,1.3859,0.916498,0.216616,1.6306,0.2
18.7,1.3938,1.3862,0.936457,0.220701,1.644,0.2
18.8,1.3936,1.3864,0.956997,0.224187,1.6708,0.2
18.9,1.3938,1.3862,0.977444,0.227068,1.6842,0.2
19.0,1.3935,1.3865,0.998364,0.229514,1.711,0.2
19.1,1.3931,1.3869,1.019507,0.231562,1.7244,0.2
19.2,1.3928,1.3872,1.040838,0.233269,1.7512,0.2
19.3,1.393,1.387,1.062324,0.234686,1.7646,0.2
19.4,1.392,1.388,1.083939,0.235857,1.778,0.2
19.5,1.3932,1.3868,1.105661,0.236819,1.8048,0.2
19.6,1.3928,1.3872,1.127469,0.237606,1.8182,0.2
19.7,1.3925,1.3875,1.149349,0.238247,1.845,0.2
19.8,1.3926,1.3874,1.171286,0.238766,1.8584,0.2
19.9,1.3922,1.3878,1.19327,0.239186,1.8852,0.2
20.0,1.3928,1.3872,1.215072,0.239521,1.8986,0.2
20.1,1.3928,1.3872,1.237344,0.239797,1.9254,0.2
20.2,1.3929,1.3871,1.259421,0.240018,1.9388,0.2
20.3,0.0031,-0.0031,1.281739,0.240201,1.9656,0.2
20.4,0.0028,-0.0028,1.303291,0.226932,1.979,0.2
20.5,0.0027,-0.0027,1.322822,0.202882,2.0058,0.2
20.6,0.0018,-0.0018,1.340134,0.182382,2.0192,0.2
20.7,0.0008,-0.0008,1.355546,0.164744,2.046,0.2
20.8,0.0006,-0.0006,1.369315,0.149446,2.0594,0.2
20.9,0.0005,-0.0005,1.381539,0.136206,2.0862,0.2
21.0,-0.0003,0.0003,1.392638,0.124442,2.0996,0.2
21.1,0.0,-0.0,1.402727,0.113946,2.1264,0.2
21.2,-0.0001,0.0001,1.411733,0.104721,2.1398,0.2
21.3,-0.0006,0.0006,1.419867,0.096495,2.1666,0.2
21.4,-0.0005,0.0005,1.427224,0.089133,2.18,0.2
21.5,-0.0008,0.0008,1.433883,0.082525,2.206777,0.19864
21.6,-0.0008,0.0008,1.439915,0.076581,2.219996,0.19596
21.7,-0.0009,0.0009,1.445332,0.071275,2.245896,0.1906
21.8,-0.0007,0.0007,1.450391,0.066347,2.258576,0.18792
21.9,-0.0006,0.0006,1.454844,0.062031,2.283398,0.18256
22.0,-0.0011,0.0011,1.458931,0.058092,2.29554,0.17988
22.1,0.0005,-0.0005,1.462643,0.054538,2.319285,0.17452
22.2,0.0002,-0.0002,1.466018,0.051331,2.330888,0.17184
22.3,-0.0,0.0,1.469088,0.048441,2.353555,0.16648
22.4,0.0004,-0.0004,1.471884,0.045838,2.36462,0.1638
22.5,0.0002,-0.0002,1.474433,0.043498,2.38621,0.15844
22.6,0.0002,-0.0002,1.476782,0.041374,2.396735,0.15576
22.7,0.0005,-0.0005,1.478888,0.039506,2.417248,0.1504
22.8,0.0001,-0.0001,1.480837,0.037811,2.427235,0.14772
22.9,0.0005,-0.0005,1.482625,0.036291,2.44667,0.14236
23.0,0.0005,-0.0005,1.484254,0.034937,2.456119,0.13968
23.1,-0.0001,0.0001,1.485799,0.033684,2.474477,0.13432
23.2,-0.0,0.0,1.487183,0.032587,2.483386,0.13164
23.3,0.0001,-0.0001,1.488475,0.031584,2.500667,0.12628
23.4,1.3903,1.3897,1.489673,0.030672,2.509038,0.1236
23.5,1.3898,1.3902,1.491128,0.043557,2.525241,0.11824
23.6,1.3906,1.3894,1.494869,0.068892,2.533074,0.11556
23.7,1.3909,1.3891,1.501019,0.091741,2.5482,0.1102
23.8,1.3915,1.3885,1.509329,0.112159,2.555493,0.10752
23.9,1.3918,1.3882,1.519563,0.130256,2.569542,0.10216
24.0,1.392,1.388,1.531496,0.14618,2.576297,0.09948
24.1,1.393,1.387,1.54506,0.160234,2.589268,0.09412
24.2,1.393,1.387,1.55964,0.172215,2.595484,0.09144
24.3,1.3943,1.3857,1.57549,0.182697,2.607378,0.08608
24.4,1.3936,1.3864,1.592312,0.191732,2.613055,0.0834
24.5,1.3941,1.3859,1.609973,0.199491,2.623872,0.07804
24.6,1.3939,1.3861,1.628352,0.206133,2.629011,0.07536
24.7,1.3948,1.3852,1.647344,0.211801,2.63875,0.07
24.8,1.394,1.386,1.66686,0.216623,2.64335,0.06732
24.9,1.394,1.386,1.68682,0.220714,2.652012,0.06196
25.0,1.3933,1.3867,1.707157,0.224174,2.656074,0.05928
25.1,1.3936,1.3864,1.727811,0.22709,2.663658,0.05392
25.2,1.3925,1.3875,1.748733,0.22954,2.667181,0.05124
25.3,1.3934,1.3866,1.770091,0.231608,2.673688,0.04588
25.4,1.3933,1.3867,1.791212,0.233298,2.676672,0.0432
25.5,1.3929,1.3871,1.812701,0.234714,2.682102,0.03784
25.6,1.3927,1.3873,1.834536,0.235894,2.684547,0.03516
25.7,1.3926,1.3874,1.855826,0.236835,2.6889,0.0298
25.8,1.393,1.387,1.877854,0.237628,2.690806,0.02712
25.9,1.3923,1.3877,1.899736,0.238266,2.692534,0.02444
26.0,1.3925,1.3875,1.921675,0.238782,2.695449,0.01908
26.1,1.3927,1.3873,1.94366,0.239197,2.696638,0.0164
26.2,1.3926,1.3874,1.965683,0.239531,2.698476,0.01104
26.3,1.3927,1.3873,1.987736,0.239801,2.699126,0.00836
26.4,1.3924,1.3876,2.009813,0.240018,2.699888,0.003
26.5,0.0035,-0.0035,2.031909,0.240196,2.699999,0.00032
26.6,0.0026,-0.0026,2.053696,0.227188,2.7,0.0
26.7,0.0029,-0.0029,2.073066,0.203317,2.7,0.0
26.8,0.002,-0.002,2.090582,0.182561,2.7,0.0
26.9,0.0012,-0.0012,2.10601,0.164895,2.7,0.0
27.0,0.0012,-0.0012,2.119793,0.149574,2.7,0.0
27.1,0.0007,-0.0007,2.132146,0.13619,2.7,0.0
27.2,0.0005,-0.0005,2.143138,0.124537,2.7,0.0
27.3,-0.0004,0.0004,2.153236,0.114028,2.7,0.0
27.4,-0.0001,0.0001,2.162249,0.104795,2.7,0.0
27.5,-0.0003,0.0003,2.170313,0.096638,2.7,0.0
27.6,-0.0005,0.0005,2.177754,0.089192,2.7,0.0
27.7,-0.0005,0.0005,2.184418,0.082579,2.7,0.0
27.8,-0.0005,0.0005,2.190456,0.076631,2.7,0.0
27.9,-0.0005,0.0005,2.19593,0.071272,2.7,0.0
28.0,-0.0007,0.0007,2.200894,0.066437,2.7,0.0
28.1,-0.0008,0.0008,2.205399,0.062074,2.7,0.0
28.2,-0.0007,0.0007,2.20949,0.058134,2.7,0.0
28.3,-0.0005,0.0005,2.213206,0.054577,2.7,0.0
28.4,-0.0006,0.0006,2.216617,0.051339,2.7,0.0
28.5,-0.0004,0.0004,2.219688,0.04845,2.7,0.0
28.6,-0.0004,0.0004,2.222458,0.045873,2.7,0.0
28.7,-0.0004,0.0004,2.22501,0.04353,2.7,0.0
28.8,0.0,-0.0,2.227341,0.041424,2.7,0.0
28.9,-0.0003,0.0003,2.229471,0.039534,2.7,0.0
29.0,-0.0003,0.0003,2.231423,0.037837,2.7,0.0
29.1,-0.0001,0.0001,2.233214,0.036313,2.7,0.0
29.2,-0.0002,0.0002,2.23486,0.034945,2.7,0.0
29.3,0.0001,-0.0001,2.236377,0.033713,2.7,0.0
29.4,-0.0004,0.0004,2.237763,0.032613,2.7,0.0
29.5,0.0005,-0.0005,2.239071,0.031598,2.7,0.0
29.6,1.3893,1.3907,2.24027,0.030684,2.7,0.0
29.7,1.39,1.39,2.241726,0.043568,2.7,0.0
29.8,1.3904,1.3896,2.245519,0.069144,2.7,0.0
29.9,1.3912,1.3888,2.251619,0.091753,2.7,0.0
30.0,1.3913,1.3887,2.259838,0.111981,2.7,0.0
30.1,1.392,1.388,2.270167,0.130275,2.7,0.0
30.2,1.3926,1.3874,2.282102,0.146206,2.7,0.0
30.3,1.3932,1.3868,2.295527,0.16014,2.7,0.0
30.4,1.3933,1.3867,2.3101,0.172149,2.7,0.0
30.5,1.3939,1.3861,2.326108,0.182759,2.7,0.0
30.6,1.3939,1.3861,2.34311,0.191895,2.7,0.0
30.7,1.3938,1.3862,2.360607,0.19959,2.7,0.0
30.8,1.3945,1.3855,2.378997,0.206255,2.7,0.0
30.9,1.394,1.386,2.398003,0.211949,2.7,0.0
31.0,1.3944,1.3856,2.417535,0.2168,2.7,0.0
31.1,1.3941,1.3859,2.437514,0.220923,2.7,0.0
31.2,1.3942,1.3858,2.457873,0.224419,2.7,0.0
31.3,1.3933,1.3867,2.478554,0.227376,2.7,0.0
31.4,1.3929,1.3871,2.499507,0.229871,2.7,0.0
31.5,1.394,1.386,2.520689,0.231971,2.7,0.0
31.6,1.3935,1.3865,2.542063,0.233732,2.7,0.0
31.7,1.3927,1.3873,2.563598,0.235205,2.7,0.0
31.8,1.3924,1.3876,2.585268,0.236432,2.7,0.0
31.9,1.3935,1.3865,2.60705,0.23745,2.7,0.0
32.0,1.3918,1.3882,2.628924,0.23829,2.7,0.0
