TIME,INPUT_thr1,INPUT_thr2,OUTPUT_pos,OUTPUT_vel,GOAL_pos,GOAL_vel
12.2,1.407,1.373,0.124424,0.202594,0.334071,0.16348
12.3,1.4031,1.3769,0.142957,0.210871,0.356337,0.16884
12.4,1.4012,1.3788,0.162454,0.218057,0.367739,0.17152
12.5,1.4011,1.3789,0.182016,0.224041,0.391082,0.17688
12.6,1.3994,1.3806,0.202744,0.229319,0.403022,0.17956
12.7,1.3983,1.3817,0.223752,0.233771,0.427443,0.18492
12.8,1.4012,1.3788,0.245171,0.237557,0.439922,0.1876
12.9,1.4006,1.3794,0.266939,0.240769,0.46542,0.19296
13.0,1.3885,1.3915,0.289002,0.243487,0.478438,0.19564
13.1,1.3885,1.3915,0.311315,0.245779,0.505,0.2
13.2,1.3916,1.3884,0.333839,0.247706,0.5184,0.2
13.3,1.3889,1.3911,0.356539,0.249322,0.5318,0.2
13.4,1.3889,1.3911,0.379387,0.250673,0.5586,0.2
13.5,1.3882,1.3918,0.402358,0.251799,0.572,0.2
13.6,1.3893,1.3907,0.425432,0.252733,0.5988,0.2
13.7,1.3883,1.3917,0.448591,0.253508,0.6122,0.2
13.8,1.3881,1.3919,0.472053,0.254153,0.639,0.2
13.9,1.3906,1.3894,0.495341,0.25468,0.6524,0.2
14.0,1.3893,1.3907,0.518444,0.255111,0.6792,0.2
14.1,1.3953,1.3847,0.541819,0.255472,0.6926,0.2
14.2,-0.0016,0.0016,0.565462,0.255774,0.7194,0.2
14.3,0.0023,-0.0023,0.588237,0.241023,0.7328,0.2
14.4,0.0024,-0.0024,0.608949,0.217182,0.7596,0.2
14.5,0.0024,-0.0024,0.62728,0.196935,0.773,0.2
14.6,0.0019,-0.0019,0.644061,0.179062,0.7998,0.2
14.7,0.0026,-0.0026,0.659017,0.163635,0.8134,0.2
14.8,0.0016,-0.0016,0.672527,0.15008,0.84,0.2
14.9,0.0005,-0.0005,0.684763,0.138092,0.8534,0.2
15.0,0.0023,-0.0023,0.695869,0.127432,0.8802,0.2
15.1,-0.0023,0.0023,0.705968,0.117906,0.8936,0.2
15.2,0.0028,-0.0028,0.715164,0.109357,0.9204,0.2
15.3,0.002,-0.002,0.72355,0.101657,0.9338,0.2
15.4,0.0031,-0.0031,0.731204,0.094701,0.9606,0.2
15.5,-0.0028,0.0028,0.738196,0.088402,0.974,0.2
15.6,-0.0009,0.0009,0.744589,0.08269,1.0008,0.2
15.7,-0.0007,0.0007,0.750437,0.077504,1.0142,0.2
15.8,-0.0007,0.0007,0.755791,0.07279,1.041,0.2
15.9,0.0049,-0.0049,0.760696,0.068505,1.0544,0.2
16.0,-0.0081,0.0081,0.765192,0.064609,1.0812,0.2
16.1,0.0055,-0.0055,0.769317,0.061072,1.0946,0.2
16.2,0.0017,-0.0017,0.773105,0.05786,1.1214,0.2
16.3,0.0043,-0.0043,0.77662,0.054917,1.1348,0.2
16.4,-0.0011,0.0011,0.779791,0.052303,1.1616,0.2
16.5,-0.0007,0.0007,0.782743,0.04991,1.175,0.2
16.6,-0.0006,0.0006,0.785469,0.047744,1.2018,0.2
16.7,0.0006,-0.0006,0.787964,0.045803,1.2152,0.2
16.8,0.0001,-0.0001,0.790343,0.043994,1.242,0.2
16.9,0.0008,-0.0008,0.792485,0.042402,1.2554,0.2
17.0,-0.0012,0.0012,0.794495,0.040941,1.2822,0.2
17.1,-0.0041,0.0041,0.796367,0.039612,1.2956,0.2
17.2,-0.001,0.001,0.798111,0.0384,1.3224,0.2
17.3,1.3881,1.3919,0.79974,0.037288,1.3358,0.2
17.4,1.3927,1.3873,0.801695,0.051653,1.3626,0.2
17.5,1.3891,1.3909,0.805999,0.076883,1.376,0.2
17.6,1.3909,1.3891,0.812711,0.099823,1.4028,0.2
17.7,1.3907,1.3893,0.8216,0.120487,1.4162,0.2
17.8,1.394,1.386,0.832445,0.138946,1.443,0.2
17.9,1.3931,1.3869,0.845028,0.155313,1.4564,0.2
18.0,1.3966,1.3834,0.859148,0.169731,1.4832,0.2
18.1,1.3941,1.3859,0.87478,0.182478,1.4966,0.2
18.2,1.3942,1.3858,0.891269,0.193365,1.5234,0.2
18.3,1.3943,1.3857,0.908944,0.202913,1.5368,0.2
18.4,1.3942,1.3858,0.927508,0.211165,1.5636,0.2
18.5,1.3938,1.3862,0.946838,0.218271,1.577,0.2
18.6,1.3944,1.3856,0.966826,0.22437,1.6038,0.2
18.7,1.3955,1.3845,0.987171,0.229542,1.6172,0.2
18.8,1.394,1.386,1.008414,0.234043,1.644,0.2
18.9,1.393,1.387,1.02986,0.237831,1.6574,0.2
19.0,1.3894,1.3906,1.051656,0.241043,1.6842,0.2
19.1,1.3952,1.3848,1.073746,0.243758,1.6978,0.2
19.2,1.3946,1.3854,1.096086,0.246046,1.7244,0.2
19.3,1.3907,1.3893,1.118863,0.247984,1.7378,0.2
19.4,1.3917,1.3883,1.141362,0.249572,1.7646,0.2
19.5,1.3929,1.3871,1.164234,0.250909,1.778,0.2
19.6,1.3921,1.3879,1.187228,0.252019,1.8048,0.2
19.7,1.3916,1.3884,1.210323,0.252936,1.8182,0.2
19.8,1.3901,1.3899,1.233501,0.253691,1.845,0.2
19.9,1.3915,1.3885,1.256748,0.254309,1.8584,0.2
20.0,1.3913,1.3887,1.280051,0.254814,1.8718,0.2
20.1,1.3911,1.3889,1.303399,0.255228,1.8986,0.2
20.2,1.3894,1.3906,1.326785,0.255567,1.912,0.2
20.3,1.3939,1.3861,1.350436,0.255846,1.9388,0.2
20.4,0.0035,-0.0035,1.373643,0.256073,1.9522,0.2
20.5,0.0019,-0.0019,1.39668,0.241263,1.979,0.2
20.6,0.002,-0.002,1.417413,0.217369,1.9926,0.2
20.7,0.0026,-0.0026,1.435936,0.19689,2.0192,0.2
20.8,0.0014,-0.0014,1.452555,0.179175,2.0326,0.2
20.9,0.0002,-0.0002,1.46752,0.163725,2.0594,0.2
21.0,-0.0014,0.0014,1.481038,0.150152,2.0728,0.2
21.1,0.0008,-0.0008,1.493281,0.138152,2.0996,0.2
21.2,0.0044,-0.0044,1.504393,0.127485,2.113,0.2
21.3,-0.0038,0.0038,1.514497,0.117961,2.1398,0.2
21.4,0.0055,-0.0055,1.523699,0.109415,2.1532,0.2
21.5,-0.0062,0.0062,1.532091,0.101722,2.18,0.2
21.6,-0.0019,0.0019,1.539752,0.094775,2.1934,0.2
21.7,0.0082,-0.0082,1.546752,0.088486,2.219996,0.19596
21.8,-0.0102,0.0102,1.553154,0.082788,2.233036,0.19328
21.9,-0.001,0.001,1.559012,0.077612,2.258576,0.18792
22.0,0.0123,-0.0123,1.564378,0.072906,2.271077,0.18524
22.1,-0.0046,0.0046,1.569341,0.06859,2.29554,0.17988
22.2,0.0022,-0.0022,1.573803,0.064742,2.307502,0.1772
22.3,-0.0009,0.0009,1.577942,0.061207,2.330888,0.17184
22.4,0.0054,-0.0054,1.581743,0.057997,2.342311,0.16916
22.5,0.0023,-0.0023,1.585239,0.055084,2.36462,0.1638
22.6,-0.0017,0.0017,1.588457,0.052442,2.375504,0.16112
22.7,0.0039,-0.0039,1.591424,0.050046,2.396735,0.15576
22.8,-0.0071,0.0071,1.594162,0.047874,2.407081,0.15308
22.9,0.0029,-0.0029,1.596694,0.045904,2.427235,0.14772
23.0,-0.0045,0.0045,1.599038,0.044118,2.437042,0.14504
23.1,-0.0022,0.0022,1.601212,0.042496,2.456119,0.13968
23.2,-0.0009,0.0009,1.603231,0.041018,2.465388,0.137
23.3,0.0,-0.0,1.605109,0.039672,2.483386,0.13164
23.4,0.0018,-0.0018,1.606859,0.038442,2.492116,0.12896
23.5,1.3924,1.3876,1.608491,0.037312,2.509038,0.1236
23.6,1.3868,1.3932,1.610433,0.051389,2.517229,0.12092
23.7,1.3898,1.3902,1.614711,0.076631,2.533074,0.11556
23.8,1.3899,1.3901,1.621476,0.099802,2.540726,0.11288
23.9,1.3934,1.3866,1.630264,0.120261,2.555493,0.10752
24.0,1.389,1.391,1.641086,0.138736,2.562712,0.1048
24.1,1.3926,1.3874,1.65365,0.15512,2.576297,0.09948
24.2,1.3946,1.3854,1.667752,0.169556,2.582872,0.0968
24.3,1.3939,1.3861,1.683206,0.182204,2.595484,0.09144
24.4,1.3929,1.3871,1.699841,0.193229,2.601521,0.08876
24.5,1.3936,1.3864,1.717504,0.202795,2.613055,0.0834
24.6,1.3939,1.3861,1.736057,0.211064,2.618554,0.08072
24.7,1.3938,1.3862,1.755377,0.218186,2.629011,0.07536
24.8,1.3938,1.3862,1.775358,0.2243,2.63397,0.07268
24.9,1.3896,1.3904,1.795904,0.229533,2.64335,0.06732
25.0,1.3924,1.3876,1.816934,0.233997,2.647771,0.06464
25.1,1.398,1.382,1.838376,0.237793,2.656074,0.05928
25.2,1.3912,1.3888,1.860168,0.241014,2.659956,0.0566
25.3,1.3939,1.3861,1.882256,0.243736,2.667181,0.05124
25.4,1.3928,1.3872,1.904594,0.246027,2.670524,0.04856
25.5,1.3909,1.3891,1.927142,0.247949,2.676672,0.0432
25.6,1.3913,1.3887,1.949866,0.249554,2.679477,0.04052
25.7,1.4028,1.3772,1.972736,0.250891,2.684547,0.03516
25.8,1.3891,1.3909,1.995729,0.252,2.686813,0.03248
25.9,1.3875,1.3925,2.018822,0.252914,2.690806,0.02712
26.0,1.3899,1.3901,2.041998,0.253664,2.692534,0.02444
26.1,1.3866,1.3934,2.065242,0.254279,2.695449,0.01908
26.2,1.3905,1.3895,2.088541,0.254781,2.696638,0.0164
26.3,1.3844,1.3956,2.111886,0.25519,2.698476,0.01104
26.4,1.3913,1.3887,2.135268,0.255524,2.699126,0.00836
26.5,1.3931,1.3869,2.15868,0.255799,2.699597,0.00568
26.6,0.0022,-0.0022,2.182117,0.256027,2.699999,0.00032
26.7,0.0082,-0.0082,2.205133,0.240953,2.7,0.0
26.8,-0.0016,0.0016,2.225838,0.217095,2.7,0.0
26.9,-0.0088,0.0088,2.244334,0.196645,2.7,0.0
27.0,0.0144,-0.0144,2.261087,0.178788,2.7,0.0
27.1,0.0015,-0.0015,2.276016,0.163379,2.7,0.0
27.2,0.0015,-0.0015,2.289373,0.149969,2.7,0.0
27.3,0.0211,-0.0211,2.301715,0.137875,2.7,0.0
27.4,-0.008,0.008,2.312695,0.127338,2.7,0.0
27.5,-0.0005,0.0005,2.322785,0.117825,2.7,0.0
27.6,0.0068,-0.0068,2.332062,0.109212,2.7,0.0
27.7,-0.0084,0.0084,2.340354,0.101612,2.7,0.0
27.8,-0.001,0.001,2.348005,0.094677,2.7,0.0
27.9,-0.0042,0.0042,2.354996,0.088401,2.7,0.0
28.0,0.0121,-0.0121,2.361389,0.082709,2.7,0.0
28.1,-0.0012,0.0012,2.367241,0.077541,2.7,0.0
28.2,-0.0064,0.0064,2.372599,0.072843,2.7,0.0
28.3,-0.0018,0.0018,2.37751,0.068572,2.7,0.0
28.4,-0.0009,0.0009,2.382013,0.064688,2.7,0.0
28.5,-0.0049,0.0049,2.386146,0.061158,2.7,0.0
28.6,-0.0048,0.0048,2.389943,0.057951,2.7,0.0
28.7,-0.0006,0.0006,2.393468,0.055012,2.7,0.0
28.8,0.0047,-0.0047,2.396648,0.052398,2.7,0.0
28.9,-0.0007,0.0007,2.39961,0.050004,2.7,0.0
29.0,0.0015,-0.0015,2.402318,0.047855,2.7,0.0
29.1,0.0032,-0.0032,2.404873,0.045868,2.7,0.0
29.2,0.0062,-0.0062,2.407213,0.044086,2.7,0.0
29.3,-0.0036,0.0036,2.409384,0.042468,2.7,0.0
29.4,-0.0034,0.0034,2.411382,0.041011,2.7,0.0
29.5,-0.0006,0.0006,2.413277,0.039656,2.7,0.0
29.6,-0.0038,0.0038,2.415026,0.03843,2.7,0.0
29.7,1.3907,1.3893,2.416656,0.037303,2.7,0.0
29.8,1.4068,1.3732,2.418598,0.051384,2.7,0.0
29.9,1.3777,1.4023,2.422931,0.076872,2.7,0.0
30.0,1.3875,1.3925,2.429562,0.09959,2.7,0.0
30.1,1.4008,1.3792,2.43843,0.120277,2.7,0.0
30.2,1.3924,1.3876,2.449255,0.138762,2.7,0.0
30.3,1.3912,1.3888,2.461821,0.155158,2.7,0.0
30.4,1.3903,1.3897,2.475927,0.169607,2.7,0.0
30.5,1.3848,1.3952,2.491387,0.182268,2.7,0.0
30.6,1.3933,1.3867,2.50803,0.193307,2.7,0.0
30.7,1.3924,1.3876,2.525701,0.202888,2.7,0.0
30.8,1.3933,1.3867,2.544453,0.211248,2.7,0.0
30.9,1.394,1.386,2.563596,0.218307,2.7,0.0
31.0,1.3949,1.3851,2.583589,0.224433,2.7,0.0
31.1,1.3937,1.3863,2.604149,0.229676,2.7,0.0
31.2,1.3942,1.3858,2.625194,0.23415,2.7,0.0
