TIME,INPUT,INPUT,OUTPUT,OUTPUT,GOALS,GOALS
6.3,-0.0417,-0.0417,0.061969,0.02122,0.0,0.0
6.4,-0.0408,-0.0396,0.061023,0.020656,0.0,0.0
6.5,-0.0355,-0.0356,0.060023,0.020136,0.0,0.0
6.6,-0.0322,-0.0319,0.058974,0.019694,0.0,0.0
6.7,-0.0293,-0.0301,0.057886,0.019353,0.0,0.0
6.8,-0.0205,-0.0224,0.056768,0.019085,0.0,0.0
6.9,-0.0252,-0.0256,0.055627,0.018929,0.0,0.0
7.0,-0.0211,-0.0197,0.054477,0.018835,0.0,0.0
7.1,-0.0189,-0.0174,0.053316,0.018746,0.0,0.0
7.2,-0.0136,-0.0135,0.05215,0.018737,0.0,0.0
7.3,-0.0113,-0.0122,0.050987,0.018796,0.0,0.0
7.4,-0.0097,-0.0079,0.049845,0.018919,0.0,0.0
7.5,-0.0079,-0.0079,0.048694,0.019088,0.0,0.0
7.6,-0.001,-0.0015,0.047573,0.01929,0.0,0.0
7.7,0.006,0.0035,0.046475,0.019557,0.0,0.0
7.8,0.0027,0.0028,0.04541,0.019943,0.0,0.0
7.9,0.0025,0.0042,0.044387,0.020364,0.0,0.0
8.0,-0.0005,0.0005,0.043404,0.020755,0.0,0.0
8.1,-0.0002,0.0002,0.042459,0.021108,0.000359,0.00536
8.2,-0.0005,0.0005,0.041546,0.021412,0.000808,0.00804
8.3,0.002,-0.002,0.040663,0.021705,0.002244,0.0134
8.4,-0.0012,0.0012,0.039809,0.021988,0.003232,0.01608
8.5,0.0009,-0.0009,0.038983,0.022262,0.005746,0.02144
8.6,0.0029,-0.0029,0.038183,0.022526,0.007272,0.02412
8.7,-0.0011,0.0011,0.03741,0.022782,0.010863,0.02948
8.8,-0.0002,0.0002,0.036661,0.023028,0.012928,0.03216
8.9,-0.0004,0.0004,0.035937,0.023266,0.017597,0.03752
9.01,-0.0011,0.0011,0.035168,0.023519,0.0202,0.0402
9.1,0.0006,-0.0006,0.034558,0.023718,0.025946,0.04556
9.2,-0.0001,0.0001,0.033902,0.023933,0.029089,0.04824
9.3,-0.0005,0.0005,0.033261,0.024142,0.035912,0.0536
9.4,-0.0002,0.0002,0.032652,0.02434,0.039593,0.05628
9.5,-0.001,0.001,0.032057,0.024533,0.047494,0.06164
9.6,-0.0006,0.0006,0.03148,0.02472,0.051713,0.06432
9.7,-0.0007,0.0007,0.030922,0.0249,0.060691,0.06968
9.8,-0.0008,0.0008,0.030382,0.025074,0.06545,0.07236
9.9,0.0003,-0.0003,0.029854,0.025244,0.075505,0.07772
10.0,-0.0002,0.0002,0.029352,0.025405,0.080802,0.0804
10.1,-0.0005,0.0005,0.028862,0.025562,0.091935,0.08576
10.2,-0.0014,0.0014,0.028387,0.025715,0.09777,0.08844
10.3,0.0008,-0.0008,0.027927,0.025862,0.10998,0.0938
10.4,-0.0008,0.0008,0.027481,0.026005,0.116355,0.09648
10.5,0.0014,-0.0014,0.027045,0.026144,0.129642,0.10184
10.6,0.0004,-0.0004,0.026631,0.026276,0.136555,0.10452
10.7,0.0008,-0.0008,0.026226,0.026406,0.15092,0.10988
10.8,-0.0003,0.0003,0.025834,0.026531,0.158372,0.11256
10.9,0.0012,-0.0012,0.025455,0.026653,0.173814,0.11792
11.0,1.3903,1.3897,0.025087,0.026771,0.181805,0.1206
11.1,1.3901,1.3899,0.025025,0.039669,0.198324,0.12596
11.2,1.3916,1.3884,0.027365,0.067449,0.206853,0.12864
11.3,1.3908,1.3892,0.032423,0.093994,0.22445,0.134
11.4,1.3911,1.3889,0.040063,0.119089,0.233518,0.13668
11.5,1.3928,1.3872,0.050133,0.142573,0.252192,0.14204
11.6,1.393,1.387,0.062465,0.164342,0.261798,0.14472
11.7,1.394,1.386,0.076885,0.184343,0.28155,0.15008
11.8,1.3943,1.3857,0.093215,0.202569,0.291695,0.15276
11.9,1.3944,1.3856,0.11128,0.219053,0.312524,0.15812
12.0,1.4017,1.3783,0.130675,0.230039,0.323208,0.1608
12.1,1.403,1.377,0.151339,0.243618,0.345114,0.16616
12.2,1.4018,1.3782,0.173283,0.255671,0.356337,0.16884
12.3,1.4027,1.3773,0.196359,0.266315,0.379321,0.1742
12.4,1.3995,1.3805,0.220435,0.275671,0.391082,0.17688
12.5,1.3985,1.3815,0.245385,0.283861,0.415143,0.18224
12.6,1.3983,1.3817,0.271101,0.291002,0.427443,0.18492
12.7,1.3951,1.3849,0.297483,0.297208,0.452771,0.19032
12.8,1.397,1.383,0.324443,0.302584,0.465612,0.193
12.9,1.3933,1.3867,0.352179,0.307269,0.491635,0.19832
13.0,1.395,1.385,0.379793,0.311225,0.505,0.2
13.1,1.393,1.387,0.408054,0.314659,0.5318,0.2
13.2,1.3925,1.3875,0.436346,0.317575,0.5452,0.2
13.3,1.3902,1.3898,0.465485,0.320117,0.5586,0.2
13.4,1.3898,1.3902,0.494569,0.322263,0.5854,0.2
13.5,1.3892,1.3908,0.523851,0.32409,0.5988,0.2
13.6,1.3894,1.3906,0.553301,0.325642,0.6258,0.2
13.7,1.3891,1.3909,0.582894,0.32696,0.639,0.2
13.8,1.3898,1.3902,0.612609,0.328078,0.6658,0.2
13.9,1.3908,1.3892,0.642427,0.329026,0.6792,0.2
14.0,1.3903,1.3897,0.672033,0.329823,0.706,0.2
14.1,0.0023,-0.0023,0.701412,0.330495,0.7194,0.2
14.2,0.001,-0.001,0.732066,0.318685,0.7462,0.2
14.3,0.002,-0.002,0.759904,0.294195,0.7596,0.2
14.4,0.0017,-0.0017,0.784955,0.273347,0.7864,0.2
14.5,0.0016,-0.0016,0.808298,0.254868,0.7998,0.2
14.6,0.0013,-0.0013,0.829905,0.238528,0.8266,0.2
14.7,0.0008,-0.0008,0.84997,0.223971,0.84,0.2
14.8,0.0007,-0.0007,0.868657,0.210914,0.8668,0.2
14.9,0.0005,-0.0005,0.886104,0.199133,0.8802,0.2
15.0,0.0003,-0.0003,0.90243,0.188447,0.907,0.2
15.1,0.0005,-0.0005,0.917589,0.178803,0.9204,0.2
15.2,0.0002,-0.0002,0.932112,0.1698,0.9472,0.2
15.3,-0.0003,0.0003,0.945634,0.161619,0.9608,0.2
15.4,-0.0002,0.0002,0.958372,0.154086,0.9874,0.2
15.5,-0.0003,0.0003,0.970386,0.147131,1.0008,0.2
15.6,-0.0003,0.0003,0.981731,0.140699,1.0276,0.2
15.7,-0.0006,0.0006,0.992457,0.134741,1.041,0.2
15.8,-0.0001,0.0001,1.002609,0.129216,1.0678,0.2
15.9,-0.0011,0.0011,1.01223,0.124089,1.0812,0.2
16.0,0.0003,-0.0003,1.021356,0.119327,1.108,0.2
16.1,-0.0001,0.0001,1.030024,0.114903,1.1214,0.2
16.2,0.0006,-0.0006,1.038265,0.110792,1.1482,0.2
16.3,0.0005,-0.0005,1.046186,0.106932,1.1616,0.2
16.4,0.0005,-0.0005,1.053586,0.103413,1.1884,0.2
16.5,0.0006,-0.0006,1.060719,0.100103,1.2018,0.2
16.6,0.0007,-0.0007,1.067532,0.097018,1.2286,0.2
16.7,0.0002,-0.0002,1.074048,0.094139,1.242,0.2
16.8,0.0002,-0.0002,1.080286,0.091448,1.2688,0.2
16.9,0.0003,-0.0003,1.086263,0.088928,1.2822,0.2
17.0,0.0003,-0.0003,1.091996,0.086561,1.309,0.2
17.1,0.0001,-0.0001,1.097499,0.084332,1.3224,0.2
17.2,1.3899,1.3901,1.102786,0.082227,1.3492,0.2
17.3,1.3901,1.3899,1.108162,0.092952,1.3626,0.2
17.4,1.3902,1.3898,1.115704,0.118161,1.3894,0.2
17.5,1.391,1.389,1.125574,0.141508,1.4028,0.2
17.6,1.3912,1.3888,1.137937,0.16357,1.4296,0.2
17.7,1.3919,1.3881,1.152283,0.183616,1.443,0.2
17.8,1.3922,1.3878,1.168713,0.202042,1.4698,0.2
17.9,1.3928,1.3872,1.186537,0.218364,1.4832,0.2
18.0,1.3928,1.3872,1.206096,0.233174,1.51,0.2
18.1,1.3936,1.3864,1.227054,0.246387,1.5234,0.2
18.2,1.3935,1.3865,1.249258,0.258113,1.5502,0.2
18.3,1.3938,1.3862,1.272564,0.268466,1.5638,0.2
18.4,1.3939,1.3861,1.296841,0.277567,1.5904,0.2
18.5,1.394,1.386,1.322225,0.285609,1.6038,0.2
18.6,1.3939,1.3861,1.347843,0.292484,1.6306,0.2
18.7,1.3937,1.3863,1.374365,0.298524,1.644,0.2
18.8,1.3938,1.3862,1.401449,0.303756,1.6708,0.2
18.9,1.3935,1.3865,1.429019,0.308274,1.6842,0.2
19.0,1.3918,1.3882,1.457009,0.312164,1.711,0.2
19.1,1.3934,1.3866,1.485359,0.315503,1.7244,0.2
19.2,1.3934,1.3866,1.514018,0.318361,1.7512,0.2
19.3,1.3928,1.3872,1.542942,0.320801,1.7646,0.2
19.4,1.3929,1.3871,1.57209,0.322877,1.7914,0.2
19.5,1.3929,1.3871,1.60143,0.32464,1.8048,0.2
19.6,1.3926,1.3874,1.630933,0.326132,1.8316,0.2
19.7,1.3929,1.3871,1.660572,0.327394,1.8452,0.2
19.8,1.3929,1.3871,1.690328,0.328458,1.8718,0.2
19.9,1.3929,1.3871,1.720181,0.329355,1.8852,0.2
20.0,1.3928,1.3872,1.750117,0.330111,1.8986,0.2
20.1,1.393,1.387,1.780122,0.330748,1.9254,0.2
20.2,1.3928,1.3872,1.810186,0.331286,1.9388,0.2
20.3,0.0035,-0.0035,1.840299,0.331743,1.9656,0.2
20.4,0.0031,-0.0031,1.870178,0.319985,1.9792,0.2
20.5,0.0032,-0.0032,1.897872,0.295524,2.0058,0.2
20.6,0.0013,-0.0013,1.923289,0.274292,2.0192,0.2
20.7,0.0018,-0.0018,1.946494,0.25586,2.046,0.2
20.8,0.001,-0.001,1.968402,0.239242,2.0594,0.2
20.9,0.0001,-0.0001,1.988534,0.2246,2.0862,0.2
21.0,0.0,-0.0,2.007281,0.211475,2.0996,0.2
21.1,-0.0004,0.0004,2.024782,0.19964,2.1264,0.2
21.2,-0.0006,0.0006,2.041156,0.18891,2.1398,0.2
21.3,-0.0006,0.0006,2.056507,0.179137,2.1666,0.2
21.4,-0.0011,0.0011,2.070924,0.170198,2.18,0.2
21.5,-0.0005,0.0005,2.084485,0.161995,2.206777,0.19864
21.6,-0.0007,0.0007,2.097259,0.154443,2.219996,0.19596
21.7,-0.0007,0.0007,2.109307,0.147474,2.245896,0.1906
21.8,-0.0005,0.0005,2.120686,0.14103,2.258576,0.18792
21.9,-0.0005,0.0005,2.13134,0.135119,2.283398,0.18256
22.0,-0.0005,0.0005,2.141629,0.129527,2.29554,0.17988
22.1,-0.0002,0.0002,2.15128,0.12439,2.319285,0.17452
22.2,-0.0002,0.0002,2.160525,0.119573,2.330888,0.17184
22.3,0.0001,-0.0001,2.169132,0.115184,2.353555,0.16648
22.4,0.0003,-0.0003,2.177481,0.111021,2.36462,0.1638
22.5,-0.0001,0.0001,2.185272,0.107225,2.38621,0.15844
22.6,-0.0004,0.0004,2.192773,0.103655,2.396735,0.15576
22.7,-0.0001,0.0001,2.199929,0.100329,2.417248,0.1504
22.8,-0.0002,0.0002,2.206765,0.097228,2.427235,0.14772
22.9,-0.0001,0.0001,2.213301,0.094332,2.44667,0.14236
23.0,-0.0003,0.0003,2.219557,0.091624,2.456119,0.13968
23.1,-0.0003,0.0003,2.22555,0.089086,2.474477,0.13432
23.2,-0.0003,0.0003,2.231298,0.086702,2.483386,0.13164
23.3,-0.0003,0.0003,2.236869,0.084434,2.500667,0.12628
23.4,1.3895,1.3905,2.242113,0.082334,2.509038,0.1236
23.5,1.39,1.39,2.247499,0.093045,2.525241,0.11824
23.6,1.3906,1.3894,2.25505,0.11824,2.533074,0.11556
23.7,1.3907,1.3893,2.264927,0.141575,2.548199,0.1102
23.8,1.3914,1.3886,2.277297,0.163626,2.555493,0.10752
23.9,1.3923,1.3877,2.291647,0.183663,2.569542,0.10216
24.0,1.3928,1.3872,2.30791,0.201909,2.576297,0.09948
24.1,1.3932,1.3868,2.325909,0.2184,2.589268,0.09412
24.2,1.3939,1.3861,2.345066,0.232926,2.595484,0.09144
24.3,1.3937,1.3863,2.36665,0.246543,2.607378,0.08608
24.4,1.3948,1.3852,2.38864,0.258144,2.613055,0.0834
24.5,1.3936,1.3864,2.411949,0.268498,2.623872,0.07804
24.6,1.3947,1.3853,2.43623,0.2776,2.629011,0.07536
24.7,1.3936,1.3864,2.461362,0.285569,2.63875,0.07
24.8,1.3942,1.3858,2.487501,0.292584,2.64335,0.06732
24.9,1.3936,1.3864,2.513764,0.298559,2.652012,0.06196
25.0,1.3937,1.3863,2.540851,0.303792,2.656074,0.05928
25.1,1.3932,1.3868,2.568425,0.30831,2.663658,0.05392
25.2,1.3932,1.3868,2.596418,0.312199,2.667181,0.05124
25.3,1.3943,1.3857,2.624772,0.315537,2.673688,0.04588
25.4,1.3938,1.3862,2.653434,0.318394,2.676672,0.0432
