rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,position,velocity,effort
17023000000,,128,,17,22000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.13381101014084434, 0.1288435299793313, 0.005524737145651534, 0.01115056372114305]"
17122000000,,129,,17,121000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.13783740040937592, 0.13634285635709747, 0.008007690908491384, 0.009700308769896169]"
17222000000,,130,,17,221000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.14752952886758103, 0.14663966466445072, 0.010868931795384522, 0.01187673082422335]"
17322000000,,131,,17,321000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.13700481446198148, 0.13941194890491737, 0.009899894195684605, 0.00717373918760403]"
17422000000,,132,,17,422000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.14978313419386893, 0.14712752999868808, 0.0059583971211096265, 0.00896595189122965]"
17523000000,,133,,17,522000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1481424652740733, 0.14871031307781554, 0.007033903773161708, 0.006390798383455538]"
17622000000,,134,,17,621000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1623442108621438, 0.15587258236050927, -0.0015596249602439663, 0.005769696632882293]"
17722000000,,135,,17,722000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1491478003921402, 0.149875622179729, 0.005672027700604253, 0.004847746773110517]"
17821000000,,136,,17,821000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.14722479193124324, 0.14854800926882386, 0.003912875143307619, 0.002414290142286723]"
17923000000,,137,,17,921000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.14457726673092167, 0.14669693310666507, 0.003541316382575317, 0.001140727947371428]"
18023000000,,138,,18,21000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1533624126648898, 0.15185618331426676, -0.000536485162814018, 0.001169366664269983]"
18122000000,,139,,18,121000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1386660398398279, 0.14067592347963442, 0.0022896122199528948, 1.3356165208030808e-05]"
18222000000,,140,,18,221000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1399642664575503, 0.13999031515934782, 4.325664758103426e-05, 1.3755678464940534e-05]"
18322000000,,141,,18,321000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.13440972012003066, 0.13361443785028104, -0.004360812480404392, -0.0034601304479245994]"
18422000000,,142,,18,421000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.12821667494861058, 0.12973178125193083, 0.0012583865759360332, -0.00045751867758739236]"
18522000000,,143,,18,521000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.12195361773547836, 0.12176750094997535, -0.00391202106836025, -0.0037012379904246286]"
18622000000,,144,,18,622000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.11767364871296433, 0.11845092746421061, -0.004382634071143662, -0.005262926556095277]"
18722000000,,145,,18,721000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.10915455081366494, 0.10947590025212035, -0.005300901653424385, -0.005664839938450379]"
18821000000,,146,,18,821000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.10624707810495367, 0.10562851662823115, -0.005834160039586603, -0.005133619829827452]"
18921000000,,147,,18,921000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.09591248113037842, 0.09615817791980699, -0.006436689348614901, -0.006714948643576868]"
19022000000,,148,,19,22000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.09095748864886918, 0.089700883155994, -0.007276853312324758, -0.005853708307841746]"
19122000000,,149,,19,122000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.07957930920524571, 0.0821263419500743, -0.0037880382414346215, -0.006672632449887245]"
19222000000,,150,,19,221000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.07713295306622565, 0.07594895520430824, -0.009841658471430523, -0.008500743878855438]"
19321000000,,151,,19,321000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.06844968985888156, 0.06609547077543934, -0.012868432080117651, -0.01020220537089524]"
19422000000,,152,,19,421000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.06260090408697146, 0.06159606621782503, -0.010074144401942988, -0.008936134102052356]"
19522000000,,153,,19,522000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.05333751157531185, 0.05154239017151375, -0.011175399315990108, -0.009142368207387761]"
19622000000,,154,,19,622000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.046984843178908296, 0.04641048895291241, -0.009874162577313508, -0.00922368846100232]"
19721000000,,155,,19,721000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.039354730837050884, 0.038344346116305154, -0.011705813420660887, -0.010561521137929252]"
19822000000,,156,,19,821000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.033356436421374536, 0.03208240351625992, -0.011035045590237614, -0.009592163496580425]"
19923000000,,157,,19,922000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.025749828202838377, 0.022967882031013704, -0.013689165148433958, -0.010538524140081934]"
20022000000,,158,,20,21000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.0184961815599657, 0.019305646129375097, -0.01080152485838784, -0.01171826878859714]"
20122000000,,159,,20,122000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.010693808165899116, 0.010399360233971242, -0.011353748386825345, -0.011020276898932415]"
20221000000,,160,,20,221000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.006336396033659063, 0.005098329230229863, -0.010003379094975036, -0.008601229735843161]"
20322000000,,161,,20,321000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.002136740429346818, -0.0018976574906880458, -0.011490438468711827, -0.011761207370915844]"
20422000000,,162,,20,421000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.005004092513124353, -0.006453064883255639, -0.012272453174022582, -0.010631446667304175]"
20521000000,,163,,20,521000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.013491558173205027, -0.013657669969490912, -0.011646340299057761, -0.011458213496803331]"
20622000000,,164,,20,621000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.01816527180321134, -0.01669352596807948, -0.008832415893627507, -0.01049921406139953]"
20722000000,,165,,20,721000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.02548585773042422, -0.023248853462255612, -0.006906739757091497, -0.009440217023665548]"
20822000000,,166,,20,822000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.027578489666727463, -0.026744282835546952, -0.00966559275359699, -0.010610358068750743]"
20922000000,,167,,20,921000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.03288382636143811, -0.0328309649325608, -0.009478616734902807, -0.009538483955651975]"
21024000000,,168,,21,22000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.03732451705344539, -0.035408556943280364, -0.006110745220823031, -0.008280629942026416]"
21122000000,,169,,21,121000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.041585717467289215, -0.03995546443103516, -0.007608617326565872, -0.009454929854835783]"
21221000000,,170,,21,221000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.0433179387094614, -0.043364898334190806, -0.008159608087633982, -0.008106424844583574]"
21323000000,,171,,21,322000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.048261997765743046, -0.04675230318946306, -0.006679569986159143, -0.008389346289628952]"
21421000000,,172,,21,421000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.04977045075749809, -0.049395753805486185, -0.006337473811492617, -0.00676182982336286]"
21523000000,,173,,21,522000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.05301844969807516, -0.05233826479520985, -0.003631462175554537, -0.004401792841882197]"
21622000000,,174,,21,621000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.0539474916585199, -0.05487305106634378, -0.005961633000683678, -0.004913408036631527]"
21722000000,,175,,21,721000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.05377589178058584, -0.055944050653145894, -0.006196904853642842, -0.003741397149829335]"
21821000000,,176,,21,821000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.058214656479299916, -0.056208848822625494, -0.0016781093918441954, -0.0039497492682692365]"
21929000000,,177,,21,921000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.05790740153611083, -0.05922185069634071, -0.0051726487357954265, -0.003683993969733641]"
22022000000,,178,,22,21000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.05923095700099268, -0.059465894871486805, -0.0030594160480575637, -0.002793341565132475]"
22122000000,,179,,22,122000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[-0.05552674738452971, -0.058208295404214065, -0.005504968395639723, -0.0024680314332177367]"
