rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,position,velocity,effort
15941000000,,117,,15,941000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.08143165072086303, 0.09274106980583449, 0.02447280146733679, 0.011664530800338517]"
16041000000,,118,,16,41000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.0999541440255867, 0.06460428808697749, 0.009687869218907703, 0.0497226861709798]"
16142000000,,119,,16,142000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.11564897439083116, 0.10612699069256104, 0.005349332150976657, 0.016133276364013713]"
16241000000,,120,,16,241000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.12391422991382577, 0.11094094031487332, 0.0030528954042322093, 0.017745551443970397]"
16342000000,,121,,16,341000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.13789793273961973, 0.1320002608399309, 0.00834623255740742, 0.015025530355889763]"
16441000000,,122,,16,441000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.15160632373907568, 0.15362785028777748, 0.007481787023251668, 0.005192345010204134]"
16542000000,,123,,16,541000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1612566662456409, 0.16123491969734743, 0.008060745725503067, 0.008085374371282568]"
16641000000,,124,,16,641000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1732030640802649, 0.16673738273596453, -0.008332935273081925, -0.0010103490215557114]"
16742000000,,125,,16,741000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.15255190710429245, 0.20152706831565337, 0.05930860813237673, 0.0038427070067780338]"
16841000000,,126,,16,841000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.176886454450849, 0.17942378791174757, -0.0045418542136348525, -0.007415463679819243]"
16941000000,,127,,16,941000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1834952548420183, 0.19170323247128027, 0.00815244460744079, -0.0011433466541949412]"
17042000000,,128,,17,42000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.18654747317081602, 0.19380864876681905, 0.006518405510329606, -0.0017051028498652112]"
17141000000,,129,,17,141000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.18628241600297918, 0.2025207679454999, 0.008285022784692593, -0.010105418430998521]"
17242000000,,130,,17,241000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.18519435643946108, 0.18743270060282718, -0.04325033679463204, -0.045785331534404866]"
17341000000,,131,,17,341000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1986291434980351, 0.18222123902154266, -0.025876554845751024, -0.007294090084812525]"
17443000000,,132,,17,442000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.191904645118668, 0.20840482816717254, 0.04876909883537087, 0.03008212570683055]"
17542000000,,133,,17,542000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.21603035048702332, 0.18231124868222096, -0.06622672430478643, -0.02803878738962803]"
17641000000,,134,,17,641000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.17700245867503261, 0.1938326624511872, 0.005274433293024629, -0.013786298626635113]"
17742000000,,135,,17,742000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.16921246231444867, 0.1967625127487095, 0.04448512487249563, 0.01328383149038231]"
17842000000,,136,,17,842000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.19616314528390555, 0.1552470731451836, -0.08046514531162369, -0.03412641450275474]"
17943000000,,137,,17,942000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.18022913829952647, 0.16383716267111065, -0.023971567109552665, -0.005407142267026042]"
18042000000,,138,,18,41000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.16311435102774022, 0.15533992318689246, -0.027742407483553545, -0.01893762491086173]"
18142000000,,139,,18,141000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.13658012584487467, 0.17792184352346269, 0.014761866334450386, -0.032058921354780376]"
18242000000,,140,,18,241000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1325042054837667, 0.14969181723927058, -0.016807397371282642, -0.036272905000787045]"
18342000000,,141,,18,342000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1459933618075577, 0.14088718730598362, -0.021379437868850548, -0.015596535617399397]"
18442000000,,142,,18,441000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.14770193824188627, 0.11372495266336922, -0.03442599295860076, 0.00405400539221123]"
18543000000,,143,,18,542000000,'',"[x_thr_left, x_thr_right, y_thr_left, y_thr_right]",[],[],"[0.1244115041449016, 0.12831393196870283, -0.0001134250067540755, -0.004533046514289492]"
