time,goal_position,position,goal_velocity,velocity
4.006,0.055511,0.042058,0.06664,0.06329
4.047,0.0578,0.044404,0.068,0.064818
4.09,0.060135,0.047122,0.06936,0.066526
4.133,0.062516,0.049722,0.07072,0.068124
4.173,0.064944,0.052455,0.07208,0.069815
4.219,0.067418,0.05553,0.07344,0.071647
4.222,0.069938,0.055733,0.0748,0.071766
4.267,0.072504,0.058829,0.07616,0.073605
4.278,0.075117,0.059598,0.07752,0.074052
4.317,0.077776,0.062293,0.07888,0.075587
4.361,0.080481,0.065569,0.08024,0.077834
4.404,0.083232,0.068796,0.0816,0.080012
4.445,0.08603,0.071958,0.08296,0.082032
4.488,0.088873,0.075363,0.08432,0.084105
4.489,0.091763,0.075443,0.08568,0.084153
4.531,0.0947,0.078856,0.08704,0.086178
4.55,0.097682,0.080429,0.0884,0.087118
4.591,0.100711,0.083968,0.08976,0.089181
4.635,0.103786,0.087679,0.09112,0.091055
4.677,0.106999,0.091368,0.09252,0.092429
4.724,0.110074,0.095655,0.09384,0.09406
4.726,0.113288,0.095745,0.0952,0.094112
4.768,0.116548,0.09958,0.09656,0.096267
4.788,0.119854,0.101437,0.09792,0.097285
4.83,0.123206,0.105404,0.09928,0.099376
4.875,0.126605,0.109651,0.10064,0.101437
4.918,0.13005,0.113988,0.102,0.103474
4.964,0.133541,0.118611,0.10336,0.105309
4.966,0.137078,0.118814,0.10472,0.105387
5.01,0.140768,0.123318,0.10612,0.107101
5.027,0.144399,0.125078,0.10748,0.107787
5.066,0.148077,0.129163,0.10884,0.109507
5.106,0.15169,0.133423,0.11016,0.111251
5.154,0.155459,0.138623,0.11152,0.1132
5.198,0.159274,0.143471,0.11288,0.114914
5.199,0.163135,0.143582,0.11424,0.114953
5.242,0.167042,0.148507,0.1156,0.116749
5.263,0.170996,0.150772,0.11696,0.117605
5.303,0.174995,0.155355,0.11832,0.119301
5.347,0.179041,0.160591,0.11968,0.121239
5.394,0.183134,0.166035,0.12104,0.123228
5.438,0.187272,0.171205,0.1224,0.124964
5.439,0.191457,0.171447,0.12376,0.125037
5.482,0.195688,0.176689,0.12512,0.126585
5.502,0.199965,0.17915,0.12648,0.127297
5.542,0.204288,0.184116,0.12784,0.128849
5.581,0.208787,0.189021,0.12924,0.130456
5.621,0.213074,0.193987,0.13056,0.132041
5.653,0.217668,0.198237,0.13196,0.133305
5.698,0.222044,0.204099,0.13328,0.134995
5.742,0.226599,0.210036,0.13464,0.136693
5.742,0.2312,0.210036,0.136,0.136693
5.786,0.235847,0.215781,0.13736,0.138324
5.807,0.24054,0.218748,0.13872,0.139149
5.853,0.24528,0.224874,0.14008,0.140956
5.901,0.250066,0.231361,0.14144,0.142864
5.944,0.254898,0.237515,0.1428,0.144694
5.945,0.259776,0.237797,0.14416,0.144779
5.989,0.264701,0.243894,0.14552,0.146601
6.01,0.269672,0.2469,0.14688,0.14748
6.056,0.274689,0.253548,0.14824,0.149334
6.105,0.279602,0.260427,0.14956,0.151182
6.14,0.285012,0.265903,0.151,0.152625
6.179,0.29017,0.271733,0.15236,0.154134
6.22,0.295219,0.277622,0.15368,0.15562
6.22,0.300468,0.277622,0.15504,0.15562
6.26,0.305762,0.284032,0.1564,0.157442
6.285,0.311103,0.287884,0.15776,0.158532
6.327,0.31649,0.294417,0.15912,0.160344
6.372,0.321923,0.301501,0.16048,0.162275
6.417,0.327402,0.308671,0.16184,0.164174
6.462,0.332928,0.315928,0.1632,0.166141
6.463,0.3385,0.31609,0.16456,0.166184
6.506,0.344118,0.323108,0.16592,0.168038
6.521,0.349782,0.325575,0.16728,0.168683
6.565,0.355493,0.332872,0.16864,0.170776
6.608,0.36125,0.340092,0.17,0.172787
6.653,0.367053,0.347737,0.17136,0.174739
6.701,0.372902,0.355985,0.17272,0.176739
6.701,0.378798,0.355985,0.17408,0.176739
6.748,0.38474,0.364155,0.17544,0.178747
6.758,0.390728,0.365906,0.1768,0.179182
6.8,0.396762,0.373129,0.17816,0.180948
6.847,0.402843,0.381677,0.17952,0.183028
6.877,0.409332,0.38689,0.18096,0.184291
6.914,0.415507,0.393777,0.18232,0.185923
6.953,0.421362,0.40091,0.1836,0.187702
6.997,0.427812,0.409042,0.185,0.189706
7.041,0.434126,0.417261,0.18636,0.191712
7.041,0.440485,0.417261,0.18772,0.191712
7.085,0.446891,0.42557,0.18908,0.193728
7.102,0.453342,0.428804,0.19044,0.194496
7.144,0.45984,0.437041,0.1918,0.196443
7.188,0.466385,0.445363,0.19316,0.198375
7.231,0.472975,0.45357,0.19452,0.200217
7.275,0.479612,0.462447,0.19588,0.202115
7.276,0.486295,0.462645,0.19724,0.202157
7.317,0.493024,0.470809,0.1986,0.203851
7.338,0.4998,0.475017,0.19996,0.20473
7.38,0.5066,0.483489,0.2,0.206472
7.424,0.5134,0.492442,0.2,0.208215
7.467,0.5202,0.501244,0.2,0.209
7.51,0.527,0.509874,0.2,0.209749
7.511,0.5338,0.510285,0.2,0.209784
7.552,0.5406,0.518738,0.2,0.210307
7.576,0.5474,0.523695,0.2,0.210572
7.621,0.5542,0.533005,0.2,0.211058
7.663,0.561,0.541715,0.2,0.211499
7.706,0.5678,0.550651,0.2,0.211938
7.749,0.5746,0.559395,0.2,0.212235
7.75,0.5814,0.559811,0.2,0.212245
7.792,0.5882,0.568566,0.2,0.212465
7.815,0.595,0.573364,0.2,0.212582
7.858,0.6018,0.582341,0.2,0.212794
7.905,0.6086,0.592164,0.2,0.213014
7.952,0.6154,0.601994,0.2,0.213081
7.954,0.6222,0.602622,0.2,0.213081
7.999,0.629,0.611825,0.2,0.213068
8.018,0.6358,0.615799,0.2,0.213061
8.061,0.6426,0.624794,0.2,0.21317
8.109,0.6494,0.634841,0.2,0.213293
8.157,0.6562,0.644893,0.2,0.213343
8.157,0.663,0.644893,0.2,0.213343
8.198,0.6698,0.653689,0.2,0.213359
8.222,0.6766,0.658297,0.2,0.213365
8.263,0.6834,0.667094,0.2,0.213354
8.312,0.6902,0.677356,0.2,0.213338
8.358,0.697,0.686988,0.2,0.21325
8.4,0.703793,0.695778,0.19924,0.213155
8.402,0.710544,0.696196,0.19788,0.21315
8.444,0.717249,0.704976,0.19652,0.212571
8.461,0.723907,0.708311,0.19516,0.212201
8.502,0.73052,0.717039,0.1938,0.211244
8.545,0.737086,0.72593,0.19244,0.210088
8.589,0.743605,0.734972,0.19108,0.208774
8.628,0.750079,0.742939,0.18972,0.207624
8.674,0.756506,0.752277,0.18836,0.206249
8.676,0.762887,0.752681,0.187,0.20619
8.714,0.769408,0.760346,0.1856,0.205078
8.732,0.775511,0.763962,0.18428,0.204535
8.77,0.781753,0.771563,0.18292,0.203374
8.813,0.78795,0.780309,0.18156,0.202056
8.855,0.7941,0.788404,0.1802,0.200641
8.896,0.800203,0.796439,0.17884,0.199211
8.939,0.806261,0.804803,0.17748,0.197652
8.94,0.812272,0.804997,0.17612,0.197613
8.981,0.818237,0.812906,0.17476,0.196051
9.004,0.824155,0.817506,0.1734,0.19515
9.044,0.830028,0.824933,0.17204,0.193554
9.093,0.835854,0.834173,0.17068,0.191468
9.135,0.841634,0.842013,0.16932,0.189738
9.177,0.847872,0.849781,0.16784,0.188082
9.22,0.853555,0.857664,0.16648,0.186417
9.221,0.859357,0.857846,0.16508,0.186379
9.267,0.864783,0.866195,0.16376,0.184493
9.28,0.870328,0.868539,0.1624,0.183967
9.319,0.875826,0.875351,0.16104,0.182445
9.368,0.881279,0.884225,0.15968,0.180369
9.411,0.886685,0.891773,0.15832,0.178608
9.454,0.892044,0.899073,0.15696,0.176851
9.455,0.897358,0.899419,0.1556,0.176767
9.502,0.902625,0.907495,0.15424,0.17481
9.517,0.907846,0.910054,0.15288,0.174194
9.557,0.913021,0.916827,0.15152,0.172312
9.604,0.91815,0.924688,0.15016,0.170115
9.648,0.923232,0.931955,0.1488,0.168082
9.696,0.928268,0.93962,0.14744,0.165941
9.697,0.933258,0.939944,0.14608,0.165851
9.744,0.938202,0.947504,0.14472,0.163754
9.756,0.943099,0.949419,0.14336,0.163226
9.799,0.94795,0.956228,0.142,0.161353
9.842,0.952755,0.962955,0.14064,0.159389
9.883,0.957514,0.969442,0.13928,0.157391
9.926,0.962226,0.975846,0.13792,0.155415
9.969,0.966892,0.982315,0.13656,0.153361
9.97,0.971512,0.982464,0.1352,0.153314
10.012,0.976086,0.988696,0.13384,0.15134
10.027,0.980613,0.990755,0.13248,0.150688
10.068,0.985094,0.996733,0.13112,0.148798
10.11,0.989529,1.002777,0.12976,0.14689
10.146,0.993918,1.008035,0.1284,0.145141
10.181,0.99826,1.012947,0.12704,0.143455
10.224,1.002557,1.018902,0.12568,0.14141
10.27,1.006807,1.025175,0.12432,0.139227
10.271,1.01101,1.025311,0.12296,0.13918
10.315,1.015168,1.031216,0.1216,0.137127
10.335,1.019279,1.03387,0.12024,0.136187
10.368,1.023463,1.038209,0.11884,0.134636
10.408,1.027363,1.0434,0.11752,0.132779
10.453,1.031336,1.049148,0.11616,0.130552
10.501,1.035262,1.055167,0.1148,0.128142
10.546,1.039142,1.060707,0.11344,0.125976
10.548,1.042976,1.060951,0.11208,0.125883
10.589,1.046764,1.065792,0.11072,0.124028
10.605,1.050505,1.067826,0.10936,0.123247
10.645,1.0542,1.072562,0.108,0.121433
10.688,1.057849,1.077573,0.10664,0.119514
10.734,1.061452,1.082843,0.10528,0.117446
10.776,1.065008,1.087569,0.10392,0.115486
10.778,1.068518,1.087792,0.10256,0.115393
10.824,1.071982,1.092761,0.1012,0.113321
10.844,1.0754,1.095047,0.09984,0.112357
10.886,1.078771,1.099561,0.09848,0.110448
10.932,1.082096,1.104413,0.09712,0.108355
10.975,1.085375,1.108859,0.09576,0.106328
11.02,1.088608,1.113419,0.0944,0.104234
11.022,1.091794,1.11362,0.09304,0.104142
11.063,1.094935,1.117687,0.09168,0.102167
11.082,1.098029,1.119545,0.09032,0.101259
11.128,1.101076,1.123971,0.08896,0.099095
11.171,1.104166,1.128022,0.08756,0.097167
11.214,1.107033,1.131989,0.08624,0.095262
11.257,1.110027,1.135872,0.08484,0.093199
11.259,1.112805,1.136051,0.08352,0.093102
11.299,1.115622,1.139579,0.08216,0.091172
11.32,1.118392,1.1414,0.0808,0.090167
11.359,1.121116,1.144728,0.07944,0.088358
11.405,1.123794,1.148562,0.07808,0.086249
11.449,1.126426,1.152141,0.07672,0.084302
11.492,1.129011,1.155478,0.07536,0.082487
11.493,1.13155,1.155635,0.074,0.082401
11.539,1.134043,1.159198,0.07264,0.080336
11.561,1.136561,1.160867,0.07124,0.079284
11.602,1.13889,1.163916,0.06992,0.077338
11.65,1.141244,1.167386,0.06856,0.07517
11.694,1.143552,1.170478,0.0672,0.073256
11.694,1.145814,1.170478,0.06584,0.073256
11.738,1.148029,1.173486,0.06448,0.071339
11.76,1.150198,1.174959,0.06312,0.07037
11.806,1.152321,1.177968,0.06176,0.068361
11.854,1.154398,1.181009,0.0604,0.066218
11.901,1.156428,1.183887,0.05904,0.064114
11.903,1.158413,1.184007,0.05768,0.064025
11.938,1.160351,1.186142,0.05632,0.062448
11.97,1.162297,1.187878,0.05492,0.06116
12.008,1.164142,1.190077,0.05356,0.059497
