time,goal_position,position,goal_velocity,velocity
0.0,0.0,0.0,0.0,0.0
0.04,0.0,-5.9e-05,0.0,9.3e-05
0.083,0.0,-0.000116,0.0,0.000216
0.128,0.0,-0.000169,0.0,0.000355
0.13,0.0,-0.000171,0.0,0.000362
0.174,0.0,-0.000217,0.0,0.000515
0.191,0.0,-0.000232,0.0,0.000577
0.231,0.0,-0.000266,0.0,0.000738
0.277,0.0,-0.000295,0.0,0.00093
0.321,0.0,-0.000315,0.0,0.00112
0.362,0.0,-0.000326,0.0,0.001307
0.363,2.3e-05,-0.000326,0.00136,0.001312
0.405,9.2e-05,-0.000329,0.00272,0.001501
0.429,0.000208,-0.000327,0.00408,0.001616
0.467,0.00037,-0.000313,0.00544,0.002451
0.511,0.000578,-0.000222,0.0068,0.004579
0.553,0.000832,-4.8e-05,0.00816,0.006603
0.596,0.001133,0.000224,0.00952,0.008937
0.637,0.00148,0.000576,0.01088,0.011147
0.639,0.001873,0.000596,0.01224,0.011255
0.685,0.002312,0.001104,0.0136,0.013781
0.701,0.002798,0.001295,0.01496,0.014609
0.742,0.003329,0.001912,0.01632,0.01697
0.786,0.003907,0.002629,0.01768,0.019243
0.828,0.004532,0.003442,0.01904,0.021477
0.869,0.005202,0.004284,0.0204,0.023537
0.916,0.005919,0.005379,0.02176,0.025935
0.917,0.006682,0.005403,0.02312,0.025985
0.959,0.007491,0.006478,0.02448,0.028063
0.974,0.008346,0.006882,0.02584,0.028709
1.013,0.009248,0.007977,0.0272,0.030377
1.055,0.010196,0.009353,0.02856,0.032387
1.102,0.01119,0.010763,0.02992,0.03462
1.148,0.01223,0.012307,0.03128,0.036878
1.149,0.013317,0.012378,0.03264,0.036977
1.189,0.01445,0.013798,0.034,0.038748
1.212,0.015629,0.014667,0.03536,0.039776
1.251,0.016854,0.016196,0.03672,0.041504
1.298,0.018126,0.018126,0.03808,0.043546
1.341,0.019444,0.019932,0.03944,0.045346
1.383,0.020808,0.02186,0.0408,0.047264
1.384,0.022218,0.021906,0.04216,0.047309
1.429,0.023675,0.024062,0.04352,0.049372
1.451,0.025178,0.025078,0.04488,0.050303
1.49,0.026727,0.027022,0.04624,0.052266
1.533,0.028322,0.029253,0.0476,0.054401
1.575,0.029964,0.031518,0.04896,0.056271
1.617,0.031651,0.033855,0.05032,0.057949
1.663,0.033385,0.036496,0.05168,0.059804
1.665,0.035166,0.036613,0.05304,0.059891
1.709,0.036992,0.039226,0.0544,0.061794
1.721,0.038865,0.039953,0.05576,0.062307
1.765,0.040784,0.042671,0.05712,0.06413
1.807,0.042749,0.045338,0.05848,0.065752
1.849,0.04476,0.048072,0.05984,0.067346
1.889,0.046818,0.050732,0.0612,0.068574
1.937,0.048922,0.054056,0.06256,0.070023
1.938,0.051072,0.054056,0.06392,0.070023
1.981,0.053268,0.057033,0.06528,0.071418
1.995,0.055578,0.058016,0.06668,0.071892
2.034,0.0578,0.060788,0.068,0.073197
2.076,0.060135,0.06383,0.06936,0.074556
2.124,0.062516,0.067375,0.07072,0.076058
2.167,0.064944,0.070611,0.07208,0.077434
2.168,0.067418,0.070687,0.07344,0.077468
2.209,0.069938,0.073832,0.0748,0.078856
2.232,0.072504,0.075699,0.07616,0.079656
2.27,0.075117,0.078616,0.07752,0.080964
2.312,0.077776,0.081988,0.07888,0.082531
2.355,0.080481,0.085508,0.08024,0.084101
2.398,0.083232,0.089094,0.0816,0.085608
2.444,0.08603,0.093001,0.08296,0.087185
2.445,0.088873,0.093087,0.08432,0.087218
2.491,0.091763,0.097066,0.08568,0.0887
2.503,0.0947,0.098115,0.08704,0.089078
2.544,0.097682,0.101823,0.0884,0.090384
2.588,0.100711,0.10568,0.08976,0.091985
2.629,0.103786,0.109423,0.09112,0.093535
2.671,0.106907,0.113417,0.09248,0.095169
2.718,0.110074,0.117769,0.09384,0.096938
2.719,0.113288,0.117865,0.0952,0.096976
2.76,0.116548,0.121813,0.09656,0.098545
2.776,0.119854,0.123371,0.09792,0.099186
2.823,0.123206,0.128008,0.09928,0.101038
2.869,0.126605,0.13263,0.10064,0.102837
2.912,0.13005,0.137026,0.102,0.104531
2.953,0.133541,0.141284,0.10336,0.106113
2.955,0.137078,0.141494,0.10472,0.106194
2.997,0.140662,0.145928,0.10608,0.107882
3.014,0.144292,0.147636,0.10744,0.108515
3.055,0.147968,0.152167,0.1088,0.110165
3.098,0.15169,0.156881,0.11016,0.111993
3.145,0.155459,0.162122,0.11152,0.113942
3.192,0.159274,0.167458,0.11288,0.116063
3.193,0.163135,0.167573,0.11424,0.116108
3.234,0.167042,0.172311,0.1156,0.117941
3.252,0.170996,0.174415,0.11696,0.118732
3.292,0.174995,0.179142,0.11832,0.120498
3.339,0.179041,0.184785,0.11968,0.122522
3.385,0.183255,0.190399,0.12108,0.124488
3.428,0.187272,0.195603,0.1224,0.126252
3.429,0.191457,0.195853,0.12376,0.126335
3.471,0.195688,0.201135,0.12512,0.128149
3.49,0.199965,0.203678,0.12648,0.129046
3.534,0.204288,0.209205,0.12784,0.130941
3.579,0.208658,0.215076,0.1292,0.132898
3.621,0.213074,0.220635,0.13056,0.134696
3.663,0.217536,0.226268,0.13192,0.136522
3.664,0.222044,0.226403,0.13328,0.136571
3.705,0.226599,0.231983,0.13464,0.138532
3.728,0.2312,0.235148,0.136,0.139611
3.772,0.235847,0.241412,0.13736,0.141672
3.815,0.24054,0.247341,0.13872,0.143538
3.858,0.24528,0.253347,0.14008,0.145394
3.9,0.250066,0.259581,0.14144,0.147481
3.902,0.254898,0.259873,0.1428,0.147577
3.942,0.259776,0.265756,0.14416,0.149464
3.966,0.264701,0.269321,0.14552,0.150531
4.009,0.269819,0.275922,0.14692,0.15239
4.052,0.274689,0.282297,0.14824,0.154114
4.095,0.279752,0.288899,0.1496,0.155832
4.139,0.284862,0.295729,0.15096,0.157538
4.14,0.290017,0.295885,0.15232,0.157577
4.181,0.295219,0.30232,0.15368,0.159321
4.203,0.300468,0.305804,0.15504,0.160287
4.248,0.305918,0.312995,0.15644,0.162216
4.293,0.311103,0.320272,0.15776,0.164093
4.339,0.31649,0.327796,0.15912,0.165952
4.382,0.321923,0.334908,0.16048,0.167787
4.383,0.327402,0.334908,0.16184,0.167787
4.425,0.332928,0.3421,0.1632,0.16963
4.441,0.3385,0.344796,0.16456,0.170301
4.483,0.344118,0.351922,0.16592,0.171883
4.527,0.349782,0.359455,0.16728,0.173429
4.573,0.355493,0.367401,0.16864,0.174968
4.614,0.36125,0.374367,0.17,0.176239
4.616,0.367053,0.374891,0.17136,0.176333
4.658,0.372902,0.382263,0.17272,0.177646
4.68,0.378798,0.386148,0.17408,0.17839
4.722,0.38474,0.393608,0.17544,0.179775
4.771,0.390728,0.402205,0.1768,0.181436
4.817,0.396762,0.410706,0.17816,0.183215
4.857,0.402843,0.418189,0.17952,0.184668
4.861,0.40897,0.418555,0.18088,0.184727
4.905,0.415143,0.426832,0.18224,0.186031
4.916,0.421362,0.428864,0.1836,0.186343
4.956,0.427628,0.436281,0.18496,0.187535
4.998,0.433939,0.444138,0.18632,0.189516
5.042,0.440297,0.452267,0.18768,0.191474
5.085,0.446702,0.460666,0.18904,0.19311
5.126,0.453152,0.468552,0.1904,0.1945
5.128,0.459649,0.468938,0.19176,0.194567
5.171,0.466192,0.477274,0.19312,0.196176
5.19,0.472781,0.481177,0.19448,0.197023
5.231,0.479416,0.489033,0.19584,0.198676
5.273,0.486098,0.497352,0.1972,0.200404
5.316,0.492826,0.505945,0.19856,0.202162
5.357,0.4996,0.51441,0.19992,0.203832
5.4,0.5064,0.522945,0.2,0.205525
5.401,0.5132,0.523149,0.2,0.205564
5.443,0.52,0.531756,0.2,0.207195
