time,goal_position,position,goal_velocity,velocity
0.0,0.0,0.0,0.0,0.0
0.044,0.0,-2.5e-05,0.0,0.00031
0.046,0.0,-2.6e-05,0.0,0.000322
0.087,0.0,-3.8e-05,0.0,0.000555
0.105,0.0,-4e-05,0.0,0.000665
0.149,0.0,-3.8e-05,0.0,0.000824
0.191,0.0,-3.4e-05,0.0,0.000882
0.234,0.0,-2.6e-05,0.0,0.000951
0.28,0.0,-1.3e-05,0.0,0.001065
0.282,0.0,-1.2e-05,0.0,0.001073
0.321,0.0,3e-06,0.0,0.001171
0.342,2.3e-05,1.5e-05,0.00136,0.001611
0.386,9.2e-05,8.2e-05,0.00272,0.002853
0.429,0.000208,0.0002,0.00408,0.004064
0.471,0.00037,0.000367,0.00544,0.005331
0.512,0.000578,0.000581,0.0068,0.006562
0.555,0.000832,0.000854,0.00816,0.007899
0.556,0.001133,0.000868,0.00952,0.007965
0.601,0.00148,0.001227,0.01088,0.009444
0.614,0.001873,0.001344,0.01224,0.00987
0.659,0.002312,0.001797,0.0136,0.011856
0.702,0.002812,0.002321,0.015,0.013944
0.744,0.003329,0.002917,0.01632,0.015661
0.785,0.003907,0.003554,0.01768,0.016885
0.787,0.004532,0.003571,0.01904,0.016914
0.832,0.005202,0.004347,0.0204,0.018323
0.852,0.005919,0.004707,0.02176,0.019091
0.895,0.006682,0.005532,0.02312,0.020733
0.933,0.007491,0.00632,0.02448,0.02217
0.979,0.008346,0.007346,0.02584,0.023857
1.019,0.009248,0.008301,0.0272,0.025315
1.062,0.010196,0.009419,0.02856,0.026978
1.063,0.01119,0.009419,0.02992,0.026978
1.109,0.01223,0.010667,0.03128,0.028721
1.123,0.013317,0.011063,0.03264,0.029248
1.166,0.01445,0.012326,0.034,0.03092
1.209,0.015629,0.013661,0.03536,0.032585
1.253,0.016854,0.015134,0.03672,0.034319
1.294,0.018164,0.016508,0.03812,0.03585
1.295,0.019444,0.016544,0.03944,0.035888
1.34,0.020808,0.018165,0.0408,0.037626
1.362,0.022218,0.018987,0.04216,0.038503
1.407,0.023675,0.020727,0.04352,0.040287
1.455,0.025178,0.022712,0.04488,0.04212
1.495,0.026727,0.024354,0.04624,0.043516
1.537,0.028322,0.026139,0.0476,0.044994
1.539,0.029964,0.026272,0.04896,0.045107
1.579,0.031651,0.028077,0.05032,0.046605
1.601,0.033437,0.029096,0.05172,0.047423
1.64,0.035166,0.030946,0.05304,0.04889
1.688,0.036992,0.033253,0.0544,0.05071
1.731,0.038865,0.035489,0.05576,0.052404
1.773,0.040784,0.037696,0.05712,0.054078
1.775,0.042749,0.037802,0.05848,0.054158
1.82,0.04476,0.040302,0.05984,0.055971
1.838,0.046818,0.041248,0.0612,0.056751
1.878,0.048922,0.043529,0.06256,0.058721
1.924,0.051072,0.046249,0.06392,0.060963
1.965,0.053268,0.048748,0.06528,0.062324
2.008,0.055511,0.051426,0.06664,0.063685
2.01,0.0578,0.051552,0.068,0.063748
2.052,0.060135,0.054233,0.06936,0.065531
2.076,0.062516,0.055803,0.07072,0.066723
2.122,0.064944,0.058892,0.07208,0.068987
2.165,0.067418,0.061867,0.07344,0.070776
2.207,0.069938,0.064845,0.0748,0.072465
2.249,0.072504,0.067894,0.07616,0.07413
2.251,0.075117,0.06804,0.07752,0.074209
