time,goal_position,position,goal_velocity,velocity
0.0,0.0,0.0,0.0,0.0
0.027,0.0,0.000254,0.0,-0.000127
0.067,0.0,0.000522,0.0,-0.000442
0.108,0.0,0.000771,0.0,-0.001247
0.148,0.0,0.000982,0.0,-0.002025
0.187,0.0,0.00117,0.0,-0.001969
0.233,0.0,0.001408,0.0,-0.001575
0.235,0.0,0.001418,0.0,-0.001557
0.276,0.0,0.00165,0.0,-0.000789
0.301,0.0,0.001813,0.0,-2.7e-05
0.342,0.0,0.002122,0.0,0.001216
0.385,2.3e-05,0.002477,0.00136,0.000828
0.427,9.2e-05,0.002768,0.00272,-0.000487
0.469,0.000208,0.003018,0.00408,-0.00125
0.513,0.00037,0.003286,0.00544,-0.00043
0.514,0.000578,0.003293,0.0068,-0.000411
0.555,0.000832,0.003576,0.00816,0.000349
0.572,0.001133,0.003705,0.00952,0.000992
0.61,0.00148,0.004037,0.01088,0.002582
0.654,0.001873,0.004496,0.01224,0.00441
0.701,0.002312,0.005089,0.0136,0.006939
0.747,0.002798,0.005785,0.01496,0.009432
0.747,0.003329,0.005785,0.01632,0.009432
0.786,0.003961,0.006436,0.0178,0.010771
0.814,0.00457,0.006925,0.01912,0.011562
0.85,0.005243,0.007649,0.02048,0.012669
0.888,0.005984,0.008428,0.02188,0.014552
0.931,0.006728,0.009403,0.0232,0.016903
0.973,0.00754,0.010452,0.02456,0.019102
1.014,0.008398,0.011561,0.02592,0.021094
1.061,0.009302,0.012932,0.02728,0.023272
1.063,0.010253,0.012993,0.02864,0.023312
1.104,0.01125,0.01425,0.03,0.024115
1.117,0.012293,0.014655,0.03136,0.024369
1.159,0.013382,0.016019,0.03272,0.025232
1.205,0.014518,0.017496,0.03408,0.026551
1.249,0.0157,0.018998,0.03544,0.027828
1.292,0.016928,0.020514,0.0368,0.028719
1.292,0.018202,0.020514,0.03816,0.028719
1.333,0.019523,0.021991,0.03952,0.029484
1.356,0.02089,0.022834,0.04088,0.02991
1.398,0.022303,0.02438,0.04224,0.031632
1.441,0.023762,0.026118,0.0436,0.033485
1.485,0.025268,0.027933,0.04496,0.035006
1.528,0.026819,0.029764,0.04632,0.036284
1.528,0.028417,0.029764,0.04768,0.036284
1.569,0.030062,0.031562,0.04904,0.037576
1.595,0.031752,0.032732,0.0504,0.03852
1.638,0.033489,0.03472,0.05176,0.040065
1.679,0.035272,0.036731,0.05312,0.04203
1.723,0.037101,0.038889,0.05448,0.044414
1.766,0.038976,0.041148,0.05584,0.046658
1.767,0.040898,0.041202,0.0572,0.0467
1.809,0.042866,0.043492,0.05856,0.048459
1.832,0.04488,0.044777,0.05992,0.049413
1.875,0.04694,0.047235,0.06128,0.05085
1.918,0.049047,0.049741,0.06264,0.051813
1.96,0.0512,0.052228,0.064,0.052804
2.002,0.053399,0.054775,0.06536,0.054591
2.043,0.055644,0.057334,0.06672,0.056312
2.046,0.057936,0.057524,0.06808,0.056438
2.091,0.060274,0.060488,0.06944,0.058623
2.104,0.062658,0.061279,0.0708,0.059208
2.145,0.065088,0.064032,0.07216,0.061188
2.189,0.067565,0.067072,0.07352,0.06304
2.231,0.070088,0.070047,0.07488,0.064704
2.274,0.072657,0.073163,0.07624,0.066291
2.316,0.075272,0.076193,0.0776,0.067645
2.317,0.077934,0.076342,0.07896,0.067711
2.358,0.080641,0.079431,0.08032,0.069056
2.376,0.083395,0.080729,0.08168,0.06979
2.417,0.086196,0.08399,0.08304,0.071585
2.461,0.089042,0.087486,0.0844,0.07348
2.503,0.091935,0.090911,0.08576,0.075679
2.547,0.094874,0.094596,0.08712,0.077944
2.591,0.097859,0.098382,0.08848,0.080222
2.592,0.10089,0.098469,0.08984,0.080274
2.63,0.103968,0.101821,0.0912,0.082222
2.649,0.107092,0.103524,0.09256,0.083185
2.684,0.110356,0.106709,0.09396,0.084881
2.725,0.113478,0.110514,0.09528,0.086815
2.768,0.116741,0.11459,0.09664,0.088998
2.81,0.12005,0.118674,0.098,0.091563
2.853,0.123405,0.122966,0.09936,0.094142
2.854,0.126806,0.123067,0.10072,0.094202
2.895,0.130254,0.127251,0.10208,0.095935
2.92,0.133748,0.129835,0.10344,0.096932
2.961,0.137393,0.134233,0.10484,0.0985
3.008,0.140874,0.139106,0.10616,0.099514
3.054,0.144507,0.144026,0.10752,0.100506
3.096,0.148295,0.148551,0.10892,0.10107
3.098,0.151911,0.148767,0.11024,0.101095
3.139,0.155682,0.153206,0.1116,0.1016
3.159,0.1595,0.15538,0.11296,0.101912
3.199,0.163363,0.15966,0.11432,0.103709
3.247,0.167273,0.165137,0.11568,0.10592
3.288,0.17123,0.169805,0.11704,0.107943
3.33,0.175232,0.174675,0.1184,0.110044
3.331,0.179281,0.174675,0.11976,0.110044
3.373,0.183376,0.17975,0.12112,0.112036
3.396,0.187517,0.182498,0.12248,0.112981
3.437,0.191704,0.187449,0.12384,0.114638
3.479,0.195938,0.192589,0.1252,0.11619
3.521,0.200218,0.19779,0.12656,0.117599
3.563,0.204544,0.20305,0.12792,0.119038
3.605,0.208916,0.208379,0.12928,0.120803
3.606,0.213335,0.208507,0.13064,0.120845
3.647,0.2178,0.213781,0.132,0.12253
3.668,0.222311,0.216509,0.13336,0.123449
3.71,0.226868,0.222029,0.13472,0.125479
3.754,0.231472,0.227901,0.13608,0.127559
3.796,0.236122,0.233591,0.13744,0.129448
3.838,0.240818,0.239358,0.1388,0.131292
3.885,0.24556,0.245898,0.14016,0.132929
3.887,0.250349,0.246177,0.14152,0.132986
3.931,0.255184,0.252361,0.14288,0.134221
3.939,0.260065,0.253492,0.14424,0.134443
3.981,0.264992,0.259466,0.1456,0.136551
4.024,0.269966,0.265698,0.14696,0.139389
4.067,0.274985,0.27205,0.14832,0.14198
4.113,0.280051,0.278948,0.14968,0.144059
4.114,0.285164,0.279099,0.15104,0.144103
4.16,0.290322,0.286095,0.1524,0.146191
4.18,0.295527,0.289171,0.15376,0.147478
4.219,0.300778,0.295242,0.15512,0.149945
4.257,0.306075,0.301249,0.15648,0.152295
4.301,0.311418,0.308302,0.15784,0.154389
4.337,0.316808,0.31414,0.1592,0.156052
4.379,0.322244,0.321028,0.16056,0.158059
4.422,0.327726,0.328169,0.16192,0.160185
4.424,0.333254,0.328671,0.16328,0.160331
4.465,0.338829,0.335401,0.16464,0.162276
4.484,0.34445,0.338625,0.166,0.163228
4.525,0.350117,0.345644,0.16736,0.165244
4.568,0.35583,0.353091,0.16872,0.167057
4.615,0.36176,0.361296,0.17012,0.168209
4.658,0.367396,0.368849,0.17144,0.169273
4.66,0.373248,0.369378,0.1728,0.169465
4.701,0.379146,0.376486,0.17416,0.171995
4.722,0.385091,0.380258,0.17552,0.173297
4.767,0.391082,0.38843,0.17688,0.175754
4.814,0.397119,0.397052,0.17824,0.177261
4.856,0.403202,0.404816,0.1796,0.178569
4.9,0.409513,0.413018,0.181,0.18035
4.902,0.415507,0.413392,0.18232,0.18043
4.944,0.421729,0.421486,0.18368,0.182128
4.96,0.427998,0.424327,0.18504,0.182752
5.002,0.434312,0.43234,0.1864,0.184934
5.044,0.440673,0.440444,0.18776,0.187055
5.087,0.44708,0.448827,0.18912,0.188827
5.129,0.453533,0.457082,0.19048,0.190381
5.172,0.460032,0.465601,0.19184,0.192079
5.173,0.466578,0.4658,0.1932,0.192125
5.215,0.47317,0.474201,0.19456,0.19401
5.232,0.479808,0.477624,0.19592,0.194758
5.273,0.486492,0.485928,0.19728,0.196259
5.316,0.493223,0.494689,0.19864,0.197362
5.36,0.5,0.503703,0.2,0.198463
5.401,0.5068,0.512147,0.2,0.199558
5.444,0.5136,0.52105,0.2,0.200668
5.445,0.5204,0.521465,0.2,0.200719
5.487,0.5274,0.529988,0.2,0.200925
5.505,0.534,0.533729,0.2,0.200882
5.544,0.5408,0.541624,0.2,0.200792
5.585,0.5478,0.550548,0.2,0.200372
5.628,0.5546,0.559243,0.2,0.199825
5.672,0.5614,0.568534,0.2,0.199352
5.714,0.5682,0.576987,0.2,0.199106
5.715,0.575,0.577193,0.2,0.1991
5.756,0.5818,0.585635,0.2,0.198859
5.78,0.5886,0.590574,0.2,0.198872
5.82,0.5954,0.598806,0.2,0.198914
5.862,0.6022,0.607452,0.2,0.198914
