time,goal_position,position,goal_velocity,velocity
0.0,0.0,0.0,0.0,0.0
0.04,0.0,2.2e-05,0.0,6.4e-05
0.083,0.0,4.8e-05,0.0,0.000131
0.126,0.0,8.3e-05,0.0,0.000513
0.168,0.0,0.000134,0.0,0.0009
0.211,0.0,0.0002,0.0,0.001081
0.213,0.0,0.000203,0.0,0.001083
0.255,0.0,0.00027,0.0,0.001125
0.272,0.0,0.000298,0.0,0.001141
0.312,0.0,0.000362,0.0,0.001017
0.359,2.2e-05,0.000427,0.00132,0.000778
0.403,9e-05,0.000484,0.00268,0.00114
0.445,0.000204,0.000579,0.00404,0.002366
0.446,0.000364,0.000582,0.0054,0.002395
0.488,0.000571,0.00073,0.00676,0.003642
0.51,0.000824,0.00083,0.00812,0.004474
0.554,0.001123,0.001086,0.00948,0.006133
0.597,0.001469,0.001407,0.01084,0.007702
0.64,0.001861,0.001753,0.0122,0.009021
0.683,0.002298,0.002238,0.01356,0.010601
0.684,0.002798,0.002238,0.01496,0.010601
0.73,0.003329,0.002795,0.01632,0.012073
0.749,0.003907,0.00304,0.01768,0.012663
0.793,0.004532,0.003636,0.01904,0.014083
0.835,0.005202,0.004304,0.0204,0.015949
0.881,0.005919,0.005107,0.02176,0.017934
0.924,0.006682,0.005936,0.02312,0.019576
0.926,0.007491,0.005976,0.02448,0.019651
0.966,0.008346,0.00677,0.02584,0.021076
0.987,0.009248,0.007276,0.0272,0.021937
1.029,0.010196,0.008254,0.02856,0.023599
1.073,0.01119,0.009302,0.02992,0.025252
1.116,0.01223,0.010529,0.03128,0.027081
1.162,0.013317,0.011812,0.03264,0.028874
1.163,0.01445,0.011841,0.034,0.028914
1.204,0.015629,0.013081,0.03536,0.030561
1.225,0.016854,0.013775,0.03672,0.031456
1.266,0.018126,0.015086,0.03808,0.033075
1.31,0.019444,0.016603,0.03944,0.034861
1.355,0.020808,0.018237,0.0408,0.036687
1.394,0.022261,0.019718,0.0422,0.038169
1.43,0.023762,0.02113,0.0436,0.039254
1.472,0.025223,0.022827,0.04492,0.040511
1.472,0.026727,0.022827,0.04624,0.040511
1.518,0.028322,0.024745,0.0476,0.041889
1.531,0.029964,0.025299,0.04896,0.042277
1.573,0.031651,0.027167,0.05032,0.043555
1.617,0.033385,0.029098,0.05168,0.045398
1.659,0.035219,0.031116,0.05308,0.047421
1.705,0.036992,0.033318,0.0544,0.049262
1.706,0.038865,0.033368,0.05576,0.049295
1.752,0.040784,0.035695,0.05712,0.050831
1.769,0.042749,0.036572,0.05848,0.051395
1.813,0.04476,0.03889,0.05984,0.052998
1.856,0.046818,0.041227,0.0612,0.054635
1.9,0.048922,0.043691,0.06256,0.056405
1.947,0.051072,0.046416,0.06392,0.058509
1.948,0.053268,0.046475,0.06528,0.058554
1.989,0.055511,0.048934,0.06664,0.060356
2.007,0.0578,0.050037,0.068,0.061093
2.046,0.060135,0.05247,0.06936,0.062678
2.088,0.062516,0.055095,0.07072,0.064337
2.132,0.064944,0.058058,0.07208,0.066281
2.174,0.067418,0.060901,0.07344,0.068072
2.215,0.069938,0.063679,0.0748,0.069792
2.215,0.072504,0.063679,0.07616,0.069792
2.259,0.075117,0.066886,0.07752,0.071717
2.279,0.077776,0.06834,0.07888,0.072565
2.32,0.080481,0.071374,0.08024,0.07443
2.365,0.083232,0.074793,0.0816,0.076477
2.408,0.08603,0.078145,0.08296,0.078371
2.448,0.088873,0.081335,0.08432,0.080082
2.449,0.091763,0.081415,0.08568,0.080124
2.496,0.0947,0.085253,0.08704,0.082176
2.517,0.097682,0.087,0.0884,0.083184
2.557,0.100711,0.090386,0.08976,0.085086
2.598,0.103786,0.093936,0.09112,0.087014
2.644,0.106907,0.098102,0.09248,0.089203
2.691,0.110074,0.102277,0.09384,0.091312
2.691,0.113288,0.102277,0.0952,0.091312
2.737,0.116548,0.10655,0.09656,0.093385
2.755,0.119854,0.108247,0.09792,0.094187
2.799,0.123206,0.112457,0.09928,0.09615
2.842,0.126605,0.116754,0.10064,0.098129
2.887,0.13005,0.121138,0.102,0.100057
2.927,0.133645,0.125188,0.1034,0.101396
2.93,0.137078,0.125493,0.10472,0.101496
2.971,0.140662,0.129704,0.10608,0.102847
2.993,0.144292,0.131985,0.10744,0.10358
3.033,0.147968,0.136071,0.1088,0.10492
3.076,0.15169,0.140743,0.11016,0.106411
3.118,0.155459,0.14527,0.11152,0.108217
3.16,0.159274,0.149878,0.11288,0.110122
3.204,0.163135,0.154789,0.11424,0.112102
3.205,0.167042,0.154902,0.1156,0.112148
3.247,0.170996,0.159674,0.11696,0.114026
3.265,0.174995,0.161743,0.11832,0.114822
3.309,0.179041,0.16686,0.11968,0.116726
3.352,0.183134,0.17194,0.12104,0.11854
3.394,0.187272,0.176978,0.1224,0.120306
3.436,0.191457,0.182091,0.12376,0.122142
