time,goal_position,position,goal_velocity,velocity
2.513,0.097682,0.097303,0.0884,0.087685
2.559,0.100711,0.101368,0.08976,0.08874
2.578,0.103786,0.103061,0.09112,0.08917
2.619,0.106907,0.106749,0.09248,0.090732
2.666,0.110074,0.111082,0.09384,0.09334
2.71,0.113288,0.115249,0.0952,0.095659
2.753,0.116548,0.119412,0.09656,0.097645
2.753,0.119854,0.119412,0.09792,0.097645
2.796,0.123306,0.12366,0.09932,0.099591
2.818,0.126706,0.125864,0.10068,0.100446
2.86,0.13005,0.130122,0.102,0.101985
2.908,0.133541,0.134962,0.10336,0.103673
2.95,0.137078,0.13946,0.10472,0.105196
2.994,0.140662,0.144129,0.10608,0.106721
2.995,0.144292,0.144236,0.10744,0.106755
3.036,0.147968,0.148761,0.1088,0.108445
3.055,0.15169,0.150832,0.11016,0.109214
3.093,0.155459,0.154574,0.11152,0.110573
3.141,0.159274,0.160275,0.11288,0.112726
3.185,0.163135,0.165283,0.11424,0.114577
3.233,0.167042,0.170837,0.1156,0.116471
3.234,0.170996,0.170953,0.11696,0.116509
3.281,0.174995,0.176479,0.11832,0.118284
3.293,0.179041,0.177903,0.11968,0.118731
3.331,0.183134,0.182451,0.12104,0.120402
3.364,0.187394,0.186454,0.12244,0.12189
3.411,0.191457,0.19224,0.12376,0.123928
3.457,0.195688,0.19799,0.12512,0.125761
3.498,0.200091,0.203058,0.12652,0.127319
3.536,0.204288,0.208061,0.12784,0.128949
3.536,0.208658,0.208061,0.1292,0.128949
3.575,0.213466,0.213128,0.13068,0.130562
3.6,0.2178,0.216277,0.132,0.131538
3.642,0.222311,0.221975,0.13336,0.133157
3.689,0.226868,0.228281,0.13472,0.13488
3.739,0.231472,0.235092,0.13608,0.137357
3.739,0.236122,0.235092,0.13744,0.137357
3.785,0.240818,0.241473,0.1388,0.13973
3.804,0.24556,0.24414,0.14016,0.140689
3.842,0.250349,0.249528,0.14152,0.142563
3.886,0.255184,0.255855,0.14288,0.144679
3.925,0.260065,0.261536,0.14424,0.146259
3.968,0.264992,0.267718,0.1456,0.147785
4.012,0.269966,0.274412,0.14696,0.149402
4.013,0.274985,0.274561,0.14832,0.149439
4.06,0.280051,0.281632,0.14968,0.151141
4.075,0.285164,0.283906,0.15104,0.151674
4.12,0.290322,0.290776,0.1524,0.153486
4.169,0.295527,0.29836,0.15376,0.155699
4.21,0.300778,0.304787,0.15512,0.157473
4.254,0.306075,0.311761,0.15648,0.159233
4.255,0.311418,0.311921,0.15784,0.159273
4.3,0.316808,0.319135,0.1592,0.16102
4.314,0.322244,0.321395,0.16056,0.161614
4.356,0.327726,0.328227,0.16192,0.163362
4.401,0.333254,0.335626,0.16328,0.165183
4.445,0.338829,0.342942,0.16464,0.166996
4.492,0.34445,0.350842,0.166,0.168873
4.493,0.350117,0.351011,0.16736,0.168912
4.534,0.35583,0.357974,0.16872,0.170425
4.553,0.36159,0.361222,0.17008,0.171104
4.591,0.367396,0.367755,0.17144,0.172434
4.635,0.373421,0.375387,0.17284,0.174193
4.669,0.379146,0.381514,0.17416,0.175607
4.713,0.385091,0.38911,0.17552,0.177414
4.756,0.391082,0.396788,0.17688,0.179403
4.8,0.397119,0.404733,0.17824,0.181375
4.801,0.403202,0.404914,0.1796,0.181417
4.847,0.409332,0.413311,0.18096,0.183329
4.857,0.415507,0.415148,0.18232,0.183736
4.903,0.421729,0.42365,0.18368,0.185579
4.951,0.427998,0.432613,0.18504,0.187563
4.994,0.434312,0.440722,0.1864,0.189282
5.037,0.440673,0.448905,0.18776,0.191011
5.038,0.44708,0.449096,0.18912,0.191051
5.083,0.453533,0.457741,0.19048,0.192811
5.096,0.460032,0.460253,0.19184,0.193308
5.137,0.466578,0.468215,0.1932,0.194757
5.181,0.47317,0.476824,0.19456,0.196248
5.225,0.479808,0.485499,0.19592,0.197782
5.268,0.486492,0.494043,0.19728,0.199297
5.269,0.493223,0.494242,0.19864,0.199331
5.314,0.5,0.503255,0.2,0.200952
5.339,0.507,0.508295,0.2,0.201937
5.374,0.5136,0.515392,0.2,0.203285
5.413,0.5204,0.523147,0.2,0.204262
5.456,0.5272,0.53214,0.2,0.204262
5.5,0.534,0.541134,0.2,0.204263
5.545,0.5408,0.550323,0.2,0.203849
5.546,0.5476,0.550527,0.2,0.20384
5.591,0.5544,0.559696,0.2,0.20344
5.604,0.561,0.562342,0.2,0.203333
5.648,0.568,0.571288,0.2,0.203021
5.694,0.5748,0.580626,0.2,0.202704
5.742,0.5816,0.590363,0.2,0.202806
5.743,0.5884,0.590566,0.2,0.202809
5.783,0.5952,0.598687,0.2,0.202938
5.81,0.602,0.603967,0.2,0.202901
5.851,0.6088,0.612486,0.2,0.202486
5.895,0.6156,0.621392,0.2,0.202064
5.936,0.6224,0.629676,0.2,0.20176
5.976,0.6294,0.637544,0.2,0.20149
6.015,0.6362,0.645403,0.2,0.20126
6.018,0.6428,0.646208,0.2,0.201244
6.056,0.6496,0.653858,0.2,0.201089
6.081,0.6564,0.658887,0.2,0.200989
6.128,0.6632,0.668335,0.2,0.200731
6.172,0.67,0.677166,0.2,0.200411
6.215,0.6768,0.685784,0.2,0.200189
6.257,0.6834,0.694196,0.2,0.200123
6.258,0.6904,0.694597,0.2,0.20012
6.301,0.6972,0.703006,0.2,0.200057
6.321,0.703992,0.70701,0.1992,0.200073
6.361,0.710742,0.715019,0.19784,0.200102
6.398,0.717445,0.722429,0.19648,0.200128
6.436,0.724102,0.730016,0.19512,0.198852
6.476,0.730907,0.737946,0.19372,0.197433
6.514,0.737278,0.745427,0.1924,0.195997
6.554,0.743796,0.753237,0.19104,0.194243
6.594,0.750269,0.760977,0.18968,0.192541
6.595,0.756695,0.76117,0.18832,0.192499
6.637,0.763074,0.769218,0.18696,0.190508
6.66,0.769408,0.773779,0.1856,0.189379
6.7,0.775695,0.781135,0.18424,0.187584
6.748,0.781936,0.790276,0.18288,0.185308
6.795,0.788131,0.798758,0.18152,0.183243
6.832,0.79446,0.805511,0.18012,0.181601
6.832,0.800382,0.805511,0.1788,0.181601
6.872,0.806438,0.812745,0.17744,0.179865
6.901,0.812448,0.817947,0.17608,0.178636
6.94,0.818412,0.824878,0.17472,0.17657
6.981,0.824329,0.832078,0.17336,0.174458
7.024,0.8302,0.839541,0.172,0.172489
7.067,0.836025,0.847095,0.17064,0.170679
7.109,0.841973,0.854064,0.16924,0.169016
7.11,0.847536,0.854233,0.16792,0.168974
7.151,0.853222,0.861131,0.16656,0.167277
7.171,0.858862,0.864471,0.1652,0.166466
7.212,0.864456,0.871267,0.16384,0.164797
7.255,0.870003,0.878482,0.16248,0.162942
7.302,0.875504,0.88594,0.16112,0.161053
7.344,0.880959,0.892669,0.15976,0.159161
7.346,0.886368,0.892987,0.1584,0.159073
7.39,0.89173,0.899949,0.15704,0.157148
7.409,0.897047,0.902929,0.15568,0.156223
7.449,0.902317,0.909139,0.15432,0.154059
7.492,0.90754,0.915719,0.15296,0.151793
7.533,0.912718,0.921906,0.1516,0.149828
7.576,0.917849,0.928311,0.15024,0.147855
7.622,0.922934,0.935071,0.14888,0.145801
7.622,0.927973,0.935071,0.14752,0.145801
7.667,0.932966,0.941593,0.14616,0.143847
7.683,0.938057,0.943891,0.14476,0.143165
7.724,0.942812,0.94973,0.14344,0.141437
7.765,0.947666,0.955499,0.14208,0.139744
7.807,0.952474,0.961337,0.14072,0.138031
7.851,0.957235,0.967374,0.13936,0.136157
7.852,0.96195,0.967511,0.138,0.136115
7.893,0.966619,0.973196,0.13664,0.134371
7.919,0.971242,0.976545,0.13528,0.133329
7.961,0.975818,0.982113,0.13392,0.131599
8.008,0.980348,0.988259,0.13256,0.129692
8.05,0.984832,0.993674,0.1312,0.127932
8.089,0.98927,0.998637,0.12984,0.126335
8.091,0.993661,0.99889,0.12848,0.126254
8.132,0.998006,1.004039,0.12712,0.1247
8.157,1.002305,1.007148,0.12576,0.123785
8.198,1.006558,1.012198,0.1244,0.122313
8.242,1.010764,1.017541,0.12304,0.120315
8.289,1.014925,1.023151,0.12168,0.11821
8.336,1.019039,1.028668,0.12032,0.116386
8.337,1.023106,1.028785,0.11896,0.11635
8.377,1.027128,1.033415,0.1176,0.1149
8.395,1.031103,1.035479,0.11624,0.114257
8.435,1.035032,1.040023,0.11488,0.112649
8.477,1.038915,1.044723,0.11352,0.110965
8.525,1.042752,1.050119,0.11216,0.109026
8.566,1.046542,1.054453,0.1108,0.107463
8.567,1.050286,1.054561,0.10944,0.107425
8.608,1.053984,1.058938,0.10808,0.10585
8.633,1.057636,1.061575,0.10672,0.104882
8.674,1.061241,1.065848,0.10536,0.103321
8.716,1.0648,1.070159,0.104,0.101738
8.763,1.068313,1.074905,0.10264,0.099976
8.81,1.07178,1.079569,0.10128,0.0982
8.81,1.0752,1.079569,0.09992,0.0982
8.852,1.078574,1.083662,0.09856,0.096489
8.871,1.081902,1.08549,0.0972,0.095726
8.917,1.085184,1.089858,0.09584,0.093965
8.96,1.088419,1.093871,0.09448,0.092444
9.002,1.091608,1.097819,0.09312,0.09094
9.043,1.094751,1.101431,0.09176,0.089409
9.045,1.097848,1.10161,0.0904,0.089333
9.085,1.100898,1.105157,0.08904,0.087829
9.109,1.103903,1.107257,0.08768,0.08689
9.151,1.106861,1.110875,0.08632,0.08513
9.194,1.109772,1.114502,0.08496,0.083359
9.237,1.112638,1.118056,0.0836,0.081741
9.28,1.115457,1.121543,0.08224,0.08017
9.282,1.11823,1.121703,0.08088,0.080097
9.322,1.120957,1.124882,0.07952,0.078549
9.348,1.123638,1.126913,0.07816,0.077489
9.39,1.126272,1.130137,0.0768,0.0758
9.433,1.12886,1.133364,0.07544,0.074029
9.48,1.131402,1.136803,0.07408,0.072099
9.521,1.133898,1.13973,0.07272,0.07045
9.523,1.136347,1.139872,0.07136,0.07037
9.563,1.13875,1.142659,0.07,0.068791
9.585,1.141107,1.144166,0.06864,0.067932
9.625,1.143418,1.146856,0.06728,0.066278
9.668,1.145682,1.149671,0.06592,0.064455
9.709,1.1479,1.152284,0.06456,0.062726
9.752,1.150072,1.154946,0.0632,0.060885
9.793,1.152198,1.157412,0.06184,0.059153
9.796,1.154277,1.157589,0.06048,0.059027
9.841,1.15631,1.160209,0.05912,0.057149
9.857,1.158297,1.161119,0.05776,0.056488
9.899,1.160238,1.163406,0.0564,0.054808
9.94,1.162132,1.165678,0.05504,0.053152
9.983,1.163981,1.167933,0.05368,0.05148
10.021,1.165783,1.169864,0.05232,0.049886
10.058,1.167589,1.171684,0.05092,0.048246
10.103,1.169248,1.173676,0.0496,0.046405
10.103,1.170911,1.173676,0.04824,0.046405
10.148,1.172528,1.175862,0.04688,0.044444
10.162,1.174099,1.176482,0.04552,0.043877
10.206,1.175624,1.178379,0.04416,0.042101
10.248,1.177102,1.180116,0.0428,0.040379
10.293,1.178534,1.181897,0.04144,0.038556
10.336,1.17992,1.183523,0.04008,0.03681
10.337,1.18126,1.18356,0.03872,0.03677
10.378,1.182553,1.185038,0.03736,0.035119
10.401,1.183836,1.185838,0.03596,0.034207
10.448,1.185001,1.187411,0.03464,0.032496
10.49,1.186156,1.188749,0.03328,0.030985
10.531,1.187264,1.189992,0.03192,0.029386
10.575,1.188326,1.191252,0.03056,0.027646
