time,goal_position,position,goal_velocity,velocity
0.0,0.0,0.0,0.0,0.0
0.047,0.0,-0.000264,0.0,0.000419
0.091,0.0,-0.000496,0.0,0.000733
0.122,0.0,-0.000652,0.0,0.000973
0.165,0.0,-0.00085,0.0,0.001514
0.165,0.0,-0.00085,0.0,0.001514
0.208,0.0,-0.001024,0.0,0.002059
0.224,0.0,-0.001084,0.0,0.002244
0.267,0.0,-0.00123,0.0,0.002658
0.31,0.0,-0.001358,0.0,0.003075
0.351,0.0,-0.001465,0.0,0.003433
0.39,0.0,-0.001553,0.0,0.00376
0.429,0.0,-0.001628,0.0,0.004067
0.47,0.0,-0.001696,0.0,0.004313
0.472,0.0,-0.001699,0.0,0.004325
0.51,0.0,-0.001753,0.0,0.004553
0.533,0.0,-0.001781,0.0,0.004686
0.569,0.0,-0.00182,0.0,0.004887
0.611,0.0,-0.001856,0.0,0.005121
0.654,0.0,-0.001882,0.0,0.005371
0.692,0.0,-0.001896,0.0,0.005588
0.729,0.0,-0.001902,0.0,0.005778
0.771,0.0,-0.001903,0.0,0.005882
0.771,0.0,-0.001903,0.0,0.005882
0.814,0.0,-0.0019,0.0,0.005985
0.839,0.0,-0.001895,0.0,0.00606
0.88,0.0,-0.001884,0.0,0.006188
0.914,0.0,-0.001871,0.0,0.006293
0.944,0.0,-0.001859,0.0,0.006184
0.993,0.0,-0.001849,0.0,0.005943
1.042,0.0,-0.00185,0.0,0.005775
1.042,0.0,-0.00185,0.0,0.005775
1.085,0.0,-0.001856,0.0,0.005699
1.108,0.0,-0.00186,0.0,0.005654
1.149,0.0,-0.001869,0.0,0.005608
1.191,0.0,-0.001881,0.0,0.005569
1.233,0.0,-0.001894,0.0,0.005497
1.28,0.0,-0.001914,0.0,0.005353
1.281,0.0,-0.001915,0.0,0.00535
1.325,0.0,-0.00194,0.0,0.005224
1.347,0.0,-0.001954,0.0,0.0052
1.39,0.0,-0.001984,0.0,0.00515
1.427,0.0,-0.002011,0.0,0.005087
1.462,0.0,-0.002039,0.0,0.004955
1.507,0.0,-0.002085,0.0,0.004776
1.553,0.0,-0.002138,0.0,0.004668
1.599,0.0,-0.002195,0.0,0.004585
1.601,0.0,-0.002197,0.0,0.004582
1.644,0.0,-0.002253,0.0,0.004551
1.655,0.0,-0.002267,0.0,0.004551
1.699,0.0,-0.002325,0.0,0.004553
1.742,0.0,-0.00238,0.0,0.004626
1.786,0.0,-0.002431,0.0,0.004758
1.828,0.0,-0.002475,0.0,0.004882
1.83,0.0,-0.002476,0.0,0.004887
1.871,0.0,-0.002513,0.0,0.004988
1.893,0.0,-0.002533,0.0,0.005051
1.931,0.0,-0.002559,0.0,0.005173
1.974,0.0,-0.002584,0.0,0.005457
2.017,0.0,-0.002595,0.0,0.005727
2.065,0.0,-0.002595,0.0,0.00599
2.066,0.0,-0.002595,0.0,0.005996
2.109,0.0,-0.002584,0.0,0.006234
2.135,0.0,-0.002572,0.0,0.006399
2.17,0.0,-0.002548,0.0,0.006638
2.21,2.3e-05,-0.002513,0.00136,0.006907
2.256,9.2e-05,-0.002443,0.00272,0.007925
2.298,0.000208,-0.002332,0.00408,0.009023
2.34,0.00037,-0.002171,0.00544,0.010185
2.342,0.000578,-0.002166,0.0068,0.010213
2.387,0.000832,-0.001942,0.00816,0.011469
2.403,0.001133,-0.001848,0.00952,0.011916
2.444,0.00148,-0.001573,0.01088,0.013287
2.487,0.001873,-0.001218,0.01224,0.014875
2.53,0.002312,-0.000796,0.0136,0.016403
2.572,0.002798,-0.000325,0.01496,0.01771
2.618,0.003329,0.000254,0.01632,0.019137
2.619,0.003907,0.000267,0.01768,0.019168
2.661,0.004532,0.000851,0.01904,0.020329
2.674,0.005202,0.001042,0.0204,0.020688
2.709,0.005919,0.001578,0.02176,0.021651
2.756,0.006682,0.002355,0.02312,0.023116
2.804,0.007491,0.003221,0.02448,0.024659
2.845,0.008346,0.004,0.02584,0.025995
2.845,0.009248,0.004,0.0272,0.025995
2.885,0.010196,0.004855,0.02856,0.027393
2.913,0.01119,0.005472,0.02992,0.028342
2.952,0.012262,0.006352,0.03132,0.029633
2.995,0.013317,0.007431,0.03264,0.03112
3.041,0.01445,0.00863,0.034,0.032651
3.088,0.015629,0.009897,0.03536,0.034155
3.089,0.016854,0.009954,0.03672,0.03422
3.13,0.018126,0.011145,0.03808,0.035559
3.157,0.019444,0.011929,0.03944,0.036422
3.197,0.020808,0.013179,0.0408,0.037742
3.239,0.022261,0.014581,0.0422,0.039189
3.286,0.023675,0.016152,0.04352,0.040776
3.33,0.025178,0.017758,0.04488,0.042313
3.332,0.026727,0.017831,0.04624,0.04238
3.376,0.028322,0.019472,0.0476,0.043862
3.39,0.029964,0.020007,0.04896,0.044331
3.433,0.031651,0.021693,0.05032,0.045789
3.475,0.033385,0.023403,0.05168,0.047281
3.518,0.035219,0.025217,0.05308,0.048795
3.559,0.036992,0.027008,0.0544,0.050244
3.602,0.038865,0.02895,0.05576,0.051752
3.603,0.040784,0.028996,0.05712,0.051787
3.645,0.042749,0.030957,0.05848,0.0533
3.662,0.04476,0.031769,0.05984,0.053921
3.7,0.046818,0.033623,0.0612,0.055303
3.743,0.048922,0.035784,0.06256,0.056969
3.786,0.051072,0.038021,0.06392,0.058711
3.828,0.053268,0.040277,0.06528,0.060421
3.87,0.055511,0.042663,0.06664,0.062236
3.871,0.0578,0.042663,0.068,0.062236
3.912,0.060135,0.045069,0.06936,0.063997
3.933,0.062516,0.046241,0.07072,0.06486
3.978,0.064944,0.048941,0.07208,0.066828
4.021,0.067418,0.051541,0.07344,0.068661
4.064,0.069938,0.054356,0.0748,0.070939
4.106,0.072504,0.057136,0.07616,0.073097
4.108,0.075117,0.057338,0.07752,0.073251
4.154,0.077776,0.06042,0.07888,0.075371
4.171,0.080481,0.061609,0.08024,0.076149
4.212,0.083232,0.064458,0.0816,0.077972
4.255,0.08603,0.067678,0.08296,0.080067
4.297,0.088873,0.070838,0.08432,0.082081
4.338,0.091763,0.074005,0.08568,0.084121
4.384,0.0947,0.077661,0.08704,0.086503
4.386,0.097682,0.077904,0.0884,0.086657
4.428,0.100711,0.081177,0.08976,0.088662
4.443,0.103786,0.082508,0.09112,0.089383
4.483,0.106907,0.085886,0.09248,0.091174
4.525,0.110074,0.089684,0.09384,0.093131
4.571,0.113288,0.093568,0.0952,0.095086
4.616,0.116548,0.097629,0.09656,0.097066
4.618,0.119854,0.097812,0.09792,0.097153
4.664,0.123206,0.102059,0.09928,0.099182
4.681,0.126605,0.103652,0.10064,0.099926
4.722,0.13005,0.107547,0.102,0.101709
4.764,0.133541,0.111612,0.10336,0.103551
4.806,0.137078,0.115755,0.10472,0.105372
4.851,0.140662,0.120277,0.10608,0.107308
4.89,0.144292,0.124267,0.10744,0.108968
4.892,0.148077,0.12437,0.10884,0.10901
4.929,0.15169,0.128321,0.11016,0.110614
4.955,0.155459,0.13106,0.11152,0.111712
4.997,0.159274,0.135544,0.11288,0.113466
5.038,0.163135,0.139991,0.11424,0.115144
5.081,0.167042,0.144728,0.1156,0.116867
5.123,0.170996,0.149426,0.11696,0.118516
5.172,0.174995,0.154992,0.11832,0.120313
5.172,0.179161,0.154992,0.11972,0.120313
5.212,0.183134,0.1596,0.12104,0.121757
5.224,0.187272,0.160993,0.1224,0.122225
5.271,0.191457,0.16651,0.12376,0.124193
5.313,0.195688,0.171517,0.12512,0.125924
5.36,0.199965,0.177206,0.12648,0.127819
5.406,0.204288,0.182859,0.12784,0.129643
5.408,0.208658,0.183107,0.1292,0.129722
5.449,0.213074,0.18822,0.13056,0.131364
5.463,0.217536,0.189981,0.13192,0.131925
5.503,0.222044,0.195184,0.13328,0.133554
5.546,0.226599,0.200584,0.13464,0.135267
5.59,0.2312,0.206319,0.136,0.137072
5.63,0.235847,0.2116,0.13736,0.1387
5.666,0.24054,0.21641,0.13872,0.140174
5.707,0.24528,0.221816,0.14008,0.141791
5.708,0.250066,0.222088,0.14144,0.141871
5.749,0.254898,0.2277,0.1428,0.143551
5.769,0.259776,0.230601,0.14416,0.144412
5.812,0.264701,0.236457,0.14552,0.146116
5.857,0.269672,0.242813,0.14688,0.148084
5.9,0.274689,0.248682,0.14824,0.149875
5.947,0.279752,0.255792,0.1496,0.152
5.948,0.284862,0.255938,0.15096,0.152044
5.99,0.290017,0.262117,0.15232,0.153848
6.006,0.295219,0.264491,0.15368,0.154529
6.046,0.300468,0.270474,0.15504,0.156323
6.089,0.306075,0.276987,0.15648,0.158282
6.131,0.311261,0.283429,0.1578,0.160151
6.173,0.316649,0.289948,0.15916,0.161928
6.211,0.321923,0.29591,0.16048,0.163515
6.252,0.327564,0.302412,0.16188,0.16534
6.253,0.333091,0.302571,0.16324,0.165385
6.299,0.338665,0.309958,0.1646,0.167445
6.314,0.344284,0.312387,0.16596,0.16811
6.357,0.34995,0.319406,0.16732,0.170036
6.4,0.355662,0.326674,0.16868,0.171982
6.447,0.36142,0.334364,0.17004,0.174028
6.493,0.367225,0.342148,0.1714,0.176069
6.494,0.373075,0.342318,0.17276,0.176113
6.539,0.378972,0.350026,0.17412,0.178163
6.552,0.384915,0.35227,0.17548,0.17878
6.592,0.390905,0.359225,0.17684,0.18066
6.634,0.396941,0.366432,0.1782,0.182549
6.677,0.403022,0.374251,0.17956,0.184524
6.724,0.409151,0.382698,0.18092,0.186613
6.725,0.415325,0.382879,0.18228,0.186661
6.771,0.421546,0.391248,0.18364,0.188855
6.79,0.427812,0.394734,0.185,0.189748
6.828,0.434312,0.401756,0.1864,0.191491
6.87,0.440485,0.409405,0.18772,0.193276
6.917,0.446891,0.418451,0.18908,0.195325
6.962,0.453342,0.42702,0.19044,0.19717
6.963,0.459841,0.427211,0.1918,0.197211
7.006,0.466385,0.435478,0.19316,0.198937
7.028,0.472975,0.439735,0.19452,0.19983
7.071,0.479612,0.44792,0.19588,0.201588
7.115,0.486492,0.456771,0.19728,0.203433
7.155,0.493024,0.464707,0.1986,0.205057
7.194,0.4998,0.472507,0.19996,0.206611
7.235,0.5068,0.480772,0.2,0.208228
7.236,0.5134,0.480974,0.2,0.208267
7.277,0.5202,0.489307,0.2,0.209875
7.299,0.527,0.493805,0.2,0.210725
7.34,0.5338,0.502231,0.2,0.211728
7.383,0.5406,0.511094,0.2,0.212207
7.426,0.5474,0.519978,0.2,0.21267
7.472,0.5542,0.529502,0.2,0.213121
7.473,0.561,0.529709,0.2,0.213131
7.516,0.5678,0.538631,0.2,0.213541
7.538,0.5746,0.543202,0.2,0.213679
7.578,0.5814,0.551519,0.2,0.213913
7.619,0.5882,0.560054,0.2,0.214144
7.66,0.595,0.568599,0.2,0.214392
7.707,0.6018,0.578407,0.2,0.214667
7.752,0.6086,0.58781,0.2,0.214943
7.754,0.6154,0.588228,0.2,0.214955
7.796,0.6222,0.597016,0.2,0.215211
7.809,0.629,0.599947,0.2,0.215295
7.853,0.6358,0.608957,0.2,0.215476
7.897,0.6426,0.618184,0.2,0.215638
7.94,0.6494,0.627209,0.2,0.215858
7.981,0.6562,0.635825,0.2,0.216128
7.984,0.663,0.636456,0.2,0.216148
8.025,0.6698,0.645083,0.2,0.216386
8.048,0.6766,0.649926,0.2,0.216435
8.087,0.6836,0.65814,0.2,0.216516
8.129,0.6902,0.66699,0.2,0.21664
8.172,0.6972,0.676059,0.2,0.216888
8.215,0.703793,0.685138,0.19924,0.217131
8.258,0.710544,0.694225,0.19788,0.21722
8.259,0.717249,0.694437,0.19652,0.217222
8.3,0.723907,0.703104,0.19516,0.217291
8.32,0.73052,0.707333,0.1938,0.217297
8.362,0.737086,0.716191,0.19244,0.216244
8.405,0.743605,0.725214,0.19108,0.215189
8.452,0.750079,0.735021,0.18972,0.2138
8.493,0.756506,0.74352,0.18836,0.212518
8.495,0.763074,0.743933,0.18696,0.212457
8.531,0.769408,0.75135,0.1856,0.21136
8.561,0.775511,0.757502,0.18428,0.210472
8.599,0.781753,0.765255,0.18292,0.209364
8.641,0.78795,0.773774,0.18156,0.207976
8.684,0.7941,0.782431,0.1802,0.206412
8.725,0.800203,0.790623,0.17884,0.20494
8.771,0.806261,0.799742,0.17748,0.203277
8.771,0.812272,0.799742,0.17612,0.203277
8.817,0.818237,0.808589,0.17476,0.201681
8.83,0.824156,0.811326,0.1734,0.201158
8.871,0.830028,0.819301,0.17204,0.199621
8.914,0.835854,0.827598,0.17068,0.198035
8.961,0.841634,0.836584,0.16932,0.196072
9.003,0.847368,0.844535,0.16796,0.194321
9.006,0.853056,0.8451,0.1666,0.194196
9.049,0.858697,0.853159,0.16524,0.192354
9.068,0.864292,0.856694,0.16388,0.191536
9.111,0.869841,0.864638,0.16252,0.189706
9.152,0.875343,0.87214,0.16116,0.188029
9.196,0.8808,0.880116,0.1598,0.186267
9.239,0.88621,0.887835,0.15844,0.184451
9.24,0.891573,0.887835,0.15708,0.184451
9.286,0.896891,0.896178,0.15572,0.182348
9.305,0.902162,0.899523,0.15436,0.181508
9.349,0.907388,0.907207,0.153,0.179474
9.392,0.912566,0.914628,0.15164,0.177466
9.439,0.917849,0.922641,0.15024,0.17528
9.484,0.922785,0.930217,0.14892,0.173181
9.486,0.927826,0.930551,0.14756,0.173088
9.531,0.93282,0.938029,0.1462,0.170988
9.545,0.937767,0.940336,0.14484,0.170308
9.585,0.942669,0.946874,0.14348,0.168387
9.627,0.947524,0.953658,0.14212,0.166414
9.671,0.952333,0.960678,0.14076,0.164448
9.714,0.957096,0.967456,0.1394,0.162557
9.716,0.961812,0.967769,0.13804,0.16247
9.757,0.966482,0.97415,0.13668,0.160563
9.782,0.971106,0.978003,0.13532,0.159409
9.822,0.975684,0.983956,0.13396,0.157623
9.865,0.980216,0.990585,0.1326,0.155494
9.908,0.984701,0.996974,0.13124,0.153447
9.95,0.98914,1.00313,0.12988,0.151449
9.995,0.993533,1.00949,0.12852,0.149377
9.998,0.997879,1.010063,0.12716,0.149191
10.037,1.00218,1.015617,0.1258,0.147349
10.054,1.006434,1.018015,0.12444,0.146535
10.096,1.010764,1.024019,0.12304,0.144499
10.143,1.014803,1.030482,0.12172,0.142284
10.184,1.018918,1.0359,0.12036,0.140397
10.224,1.022988,1.041244,0.119,0.138533
10.228,1.02701,1.041774,0.11764,0.138347
10.27,1.030987,1.047427,0.11628,0.136354
10.292,1.034917,1.050286,0.11492,0.135346
10.331,1.038802,1.055045,0.11356,0.133643
10.373,1.042639,1.060495,0.1122,0.131612
10.42,1.046431,1.066353,0.11084,0.129423
10.461,1.050177,1.071378,0.10948,0.127466
10.504,1.053876,1.076443,0.10812,0.125486
10.505,1.057529,1.076682,0.10676,0.125393
10.546,1.061136,1.081425,0.1054,0.123502
10.563,1.064696,1.083651,0.10404,0.122604
10.602,1.06821,1.088053,0.10268,0.120823
10.642,1.071678,1.0925,0.10132,0.118998
10.689,1.0751,1.097876,0.09996,0.116761
10.734,1.078475,1.102819,0.0986,0.114656
10.736,1.081805,1.103036,0.09724,0.11456
10.781,1.085088,1.107878,0.09588,0.112406
10.801,1.088325,1.109999,0.09452,0.111457
10.843,1.091515,1.114391,0.09316,0.109429
10.886,1.09466,1.118799,0.0918,0.107335
10.928,1.097758,1.123017,0.09044,0.105301
10.97,1.100809,1.127149,0.08908,0.103243
11.014,1.103815,1.131386,0.08772,0.101111
11.016,1.106774,1.131577,0.08636,0.101014
11.06,1.109687,1.135713,0.085,0.098775
11.074,1.112554,1.137101,0.08364,0.098014
11.113,1.115375,1.140566,0.08228,0.096097
11.157,1.118149,1.144486,0.08092,0.093861
11.198,1.120878,1.14805,0.07956,0.091792
11.241,1.12356,1.151699,0.0782,0.089722
11.283,1.126195,1.15518,0.07684,0.087794
11.285,1.128785,1.155344,0.07548,0.087703
11.324,1.131328,1.1585,0.07412,0.085916
11.351,1.133825,1.160644,0.07276,0.084628
11.387,1.136275,1.163448,0.0714,0.082921
11.428,1.13868,1.166567,0.07004,0.080997
11.47,1.141107,1.169681,0.06864,0.079059
11.517,1.14335,1.17307,0.06732,0.07691
11.518,1.145616,1.173141,0.06596,0.076865
11.559,1.147836,1.175945,0.0646,0.07509
11.584,1.150009,1.177729,0.06324,0.073946
11.627,1.152136,1.180616,0.06188,0.072049
11.67,1.154217,1.183419,0.06052,0.070088
11.711,1.156251,1.186013,0.05916,0.068236
11.754,1.15824,1.188652,0.0578,0.066233
