time,goal_position,position,goal_velocity,velocity
0.0,0.0,0.0,0.0,0.0
0.003,0.0,-4.1e-05,0.0,-1e-06
0.04,0.0,-0.000297,0.0,-8e-06
0.064,0.0,-0.000463,0.0,-1.2e-05
0.104,0.0,-0.000735,0.0,0.000475
0.145,0.0,-0.000975,0.0,0.001584
0.189,0.0,-0.001183,0.0,0.002767
0.23,0.0,-0.001329,0.0,0.003875
0.269,0.0,-0.001427,0.0,0.004921
0.31,0.0,-0.001488,0.0,0.005803
0.313,0.0,-0.001491,0.0,0.005855
0.35,0.0,-0.001517,0.0,0.006497
0.372,0.0,-0.001522,0.0,0.006877
0.408,2.3e-05,-0.001504,0.00136,0.008263
0.447,9.2e-05,-0.001402,0.00272,0.010589
0.488,0.000212,-0.001202,0.00412,0.01294
0.53,0.00037,-0.00091,0.00544,0.014728
0.571,0.000585,-0.000552,0.00684,0.01646
0.62,0.000832,-2.9e-05,0.00816,0.018755
0.621,0.001133,-1.7e-05,0.00952,0.018804
0.659,0.001491,0.000471,0.01092,0.02065
0.675,0.001873,0.000698,0.01224,0.021423
0.718,0.002312,0.001352,0.0136,0.023466
0.761,0.002798,0.002072,0.01496,0.025453
0.805,0.003329,0.003,0.01632,0.027933
0.852,0.003907,0.004056,0.01768,0.030716
0.853,0.004532,0.00408,0.01904,0.030775
0.895,0.005202,0.005134,0.0204,0.033118
0.913,0.005919,0.005614,0.02176,0.033933
0.952,0.006682,0.006703,0.02312,0.035687
0.995,0.007491,0.007983,0.02448,0.037628
1.039,0.008346,0.009382,0.02584,0.039701
1.086,0.009248,0.010976,0.0272,0.041885
1.087,0.010196,0.011011,0.02856,0.041911
1.133,0.01119,0.012649,0.02992,0.043088
1.151,0.01223,0.013304,0.03128,0.043545
1.192,0.013317,0.014828,0.03264,0.044561
1.235,0.01445,0.016469,0.034,0.045526
1.282,0.015629,0.018309,0.03536,0.046567
1.324,0.016854,0.019998,0.03672,0.047696
1.325,0.018126,0.019998,0.03808,0.047696
1.369,0.019444,0.021862,0.03944,0.048911
1.391,0.020808,0.022793,0.0408,0.049577
1.43,0.022261,0.024493,0.0422,0.051358
1.468,0.023675,0.026216,0.04352,0.053071
1.509,0.025178,0.028154,0.04488,0.055529
1.553,0.026727,0.030368,0.04624,0.058839
1.595,0.028322,0.032614,0.0476,0.061606
1.595,0.029964,0.032614,0.04896,0.061606
1.638,0.031651,0.035,0.05032,0.063129
1.661,0.033385,0.036303,0.05168,0.063933
1.708,0.035166,0.039014,0.05304,0.064825
1.754,0.036992,0.041679,0.0544,0.06488
1.797,0.038865,0.044176,0.05576,0.065332
1.844,0.040784,0.046964,0.05712,0.067083
1.845,0.042749,0.046964,0.05848,0.067083
1.886,0.04476,0.049524,0.05984,0.068619
1.9,0.046818,0.050391,0.0612,0.069005
1.94,0.048922,0.052897,0.06256,0.070068
1.988,0.051136,0.05596,0.06396,0.071365
2.033,0.053268,0.058911,0.06528,0.073544
2.076,0.055511,0.061821,0.06664,0.075585
2.076,0.0578,0.061821,0.068,0.075585
